paraquestion,SQL,Header
What is the lowest maximum with the average being 734,select MAX(Lowest) where Average eq 734 ,"['Team', 'Stadium', 'Capacity', 'Highest', 'Lowest', 'Average']"
What is the maximum lowest with the average being 734?,select MAX(Lowest) where Average eq 734 ,"['Team', 'Stadium', 'Capacity', 'Highest', 'Lowest', 'Average']"
How many highest with the team being forfar athletic,select COUNT(Highest) where Team eq Forfar Athletic ,"['Team', 'Stadium', 'Capacity', 'Highest', 'Lowest', 'Average']"
How many highest with team being forfar athletic,select COUNT(Highest) where Team eq Forfar Athletic ,"['Team', 'Stadium', 'Capacity', 'Highest', 'Lowest', 'Average']"
How many are the highest with the team being forfar athletic,select COUNT(Highest) where Team eq Forfar Athletic ,"['Team', 'Stadium', 'Capacity', 'Highest', 'Lowest', 'Average']"
What is the bleeding time with condition being factor v deficiency,select Bleeding time where Condition eq Factor V deficiency ,"['Condition', 'Prothrombin time', 'Partial thromboplastin time', 'Bleeding time', 'Platelet count']"
What is the bleeding time with condition factor v deficiency,select Bleeding time where Condition eq Factor V deficiency ,"['Condition', 'Prothrombin time', 'Partial thromboplastin time', 'Bleeding time', 'Platelet count']"
What is the bleeding time with condition being factor v deficiency?,select Bleeding time where Condition eq Factor V deficiency ,"['Condition', 'Prothrombin time', 'Partial thromboplastin time', 'Bleeding time', 'Platelet count']"
"What is the bleeding time with the condition being liver failure, end-stage","select Bleeding time where Condition eq Liver failure, end-stage ","['Condition', 'Prothrombin time', 'Partial thromboplastin time', 'Bleeding time', 'Platelet count']"
"What is the bleeding time with the condition of liver failure, end-stage","select Bleeding time where Condition eq Liver failure, end-stage ","['Condition', 'Prothrombin time', 'Partial thromboplastin time', 'Bleeding time', 'Platelet count']"
"What is the bleeding time with the condition being liver failure, end stage","select Bleeding time where Condition eq Liver failure, end-stage ","['Condition', 'Prothrombin time', 'Partial thromboplastin time', 'Bleeding time', 'Platelet count']"
What is the bleeding time with platelet count being decreased or unaffected?,select Bleeding time where Platelet count eq Decreased or unaffected ,"['Condition', 'Prothrombin time', 'Partial thromboplastin time', 'Bleeding time', 'Platelet count']"
What is the bleeding time with the platelet count being decreased or unaffected?,select Bleeding time where Platelet count eq Decreased or unaffected ,"['Condition', 'Prothrombin time', 'Partial thromboplastin time', 'Bleeding time', 'Platelet count']"
What is the condition with bleeding time being unaffected and prothrombin time being prolonged,select Condition where Bleeding time eq Unaffected and Prothrombin time eq Prolonged ,"['Condition', 'Prothrombin time', 'Partial thromboplastin time', 'Bleeding time', 'Platelet count']"
What is the condition with bleeding time being unaffected and prothrombin time being prolonged?,select Condition where Bleeding time eq Unaffected and Prothrombin time eq Prolonged ,"['Condition', 'Prothrombin time', 'Partial thromboplastin time', 'Bleeding time', 'Platelet count']"
What's the condition with bleeding time being unaffected and prothrombin time being prolonged,select Condition where Bleeding time eq Unaffected and Prothrombin time eq Prolonged ,"['Condition', 'Prothrombin time', 'Partial thromboplastin time', 'Bleeding time', 'Platelet count']"
What is the bleeding time with platelet count being decreased and prothrombin time being prolonged,select Bleeding time where Platelet count eq Decreased and Prothrombin time eq Prolonged ,"['Condition', 'Prothrombin time', 'Partial thromboplastin time', 'Bleeding time', 'Platelet count']"
What is the bleeding time with platelet count being decreased and prothrombin time being prolonged?,select Bleeding time where Platelet count eq Decreased and Prothrombin time eq Prolonged ,"['Condition', 'Prothrombin time', 'Partial thromboplastin time', 'Bleeding time', 'Platelet count']"
What is the bleeding time with the platelet count being decreased and the prothrombin time being prolonged,select Bleeding time where Platelet count eq Decreased and Prothrombin time eq Prolonged ,"['Condition', 'Prothrombin time', 'Partial thromboplastin time', 'Bleeding time', 'Platelet count']"
"What is the bleeding time with partial thromboplastin time being unaffected and condition being liver failure, early.","select Bleeding time where Partial thromboplastin time eq Unaffected and Condition eq Liver failure , early ","['Condition', 'Prothrombin time', 'Partial thromboplastin time', 'Bleeding time', 'Platelet count']"
"What is the bleeding time with the partial thromboplastin time being unaffected and the condition being liver failure, early.","select Bleeding time where Partial thromboplastin time eq Unaffected and Condition eq Liver failure , early ","['Condition', 'Prothrombin time', 'Partial thromboplastin time', 'Bleeding time', 'Platelet count']"
"What is the bleeding time with partial thromboplastin time being unaffected and the condition being liver failure, early.","select Bleeding time where Partial thromboplastin time eq Unaffected and Condition eq Liver failure , early ","['Condition', 'Prothrombin time', 'Partial thromboplastin time', 'Bleeding time', 'Platelet count']"
How many elected officials are on the Economic Matters Committee?,select COUNT(First Elected) where Committee eq Economic Matters ,"['District', 'Counties Represented', 'Delegate', 'Party', 'First Elected', 'Committee']"
How many elected officials are on the Committee on Economic Matters?,select COUNT(First Elected) where Committee eq Economic Matters ,"['District', 'Counties Represented', 'Delegate', 'Party', 'First Elected', 'Committee']"
Name the first delegate elected in 2003?,select Delegate where First Elected eq 2003 ,"['District', 'Counties Represented', 'Delegate', 'Party', 'First Elected', 'Committee']"
Name the first elected delegate in 2003?,select Delegate where First Elected eq 2003 ,"['District', 'Counties Represented', 'Delegate', 'Party', 'First Elected', 'Committee']"
What counties are represented in District 12.1 12a?,select Counties Represented where District eq 12.1 12A ,"['District', 'Counties Represented', 'Delegate', 'Party', 'First Elected', 'Committee']"
Which country has a delegate who was elected first in 2006?,select Counties Represented where First Elected eq 2006 ,"['District', 'Counties Represented', 'Delegate', 'Party', 'First Elected', 'Committee']"
Who are foreign players representing Ekaterinburg?,select Foreign Players (max. 2) where Town eq Ekaterinburg ,"['Previous season', 'Team', 'Town', 'Arena (capacity)', 'Website', 'Head Coach', 'Foreign Players (max. 2)']"
In what town is Volleyball Sportiv Complex (3 500) located?,select Town where Arena (capacity) eq Volleyball Sportiv Complex (3 500) ,"['Previous season', 'Team', 'Town', 'Arena (capacity)', 'Website', 'Head Coach', 'Foreign Players (max. 2)']"
What city is Volleyball Sportiv Complex (3 500) located in?,select Town where Arena (capacity) eq Volleyball Sportiv Complex (3 500) ,"['Previous season', 'Team', 'Town', 'Arena (capacity)', 'Website', 'Head Coach', 'Foreign Players (max. 2)']"
What arena was played in season 6?,select Arena (capacity) where Previous season eq 6 ,"['Previous season', 'Team', 'Town', 'Arena (capacity)', 'Website', 'Head Coach', 'Foreign Players (max. 2)']"
At what arena was played season 6?,select Arena (capacity) where Previous season eq 6 ,"['Previous season', 'Team', 'Town', 'Arena (capacity)', 'Website', 'Head Coach', 'Foreign Players (max. 2)']"
Who was the head coach in the second season?,select Head Coach where Previous season eq 2 ,"['Previous season', 'Team', 'Town', 'Arena (capacity)', 'Website', 'Head Coach', 'Foreign Players (max. 2)']"
On what circuit was the City of Ipswich 400 race held?,select Circuit where Race Title eq City of Ipswich 400 ,"['Rd.', 'Race Title', 'Circuit', 'City / State', 'Date', 'Winner', 'Team', 'Report']"
On what circuit was held the City of Ipswich 400 race?,select Circuit where Race Title eq City of Ipswich 400 ,"['Rd.', 'Race Title', 'Circuit', 'City / State', 'Date', 'Winner', 'Team', 'Report']"
On which circuit was the City of Ipswich 400 race held?,select Circuit where Race Title eq City of Ipswich 400 ,"['Rd.', 'Race Title', 'Circuit', 'City / State', 'Date', 'Winner', 'Team', 'Report']"
Who was the winner on Symmons Plains Raceway?,select Winner where Circuit eq Symmons Plains Raceway ,"['Rd.', 'Race Title', 'Circuit', 'City / State', 'Date', 'Winner', 'Team', 'Report']"
What were the dates for round 8?,select Date where Rd. eq 8 ,"['Rd.', 'Race Title', 'Circuit', 'City / State', 'Date', 'Winner', 'Team', 'Report']"
What was the number of rounds on Hidden Valley Raceway?,select COUNT(Rd.) where Circuit eq Hidden Valley Raceway ,"['Rd.', 'Race Title', 'Circuit', 'City / State', 'Date', 'Winner', 'Team', 'Report']"
What round was held at Queensland Raceway?,select Rd. where Circuit eq Queensland Raceway ,"['Rd.', 'Race Title', 'Circuit', 'City / State', 'Date', 'Winner', 'Team', 'Report']"
What is the highest number for the opposite of offense for the green bay packers,select MAX(Team Defense Rank) where NFL Team eq Green Bay Packers ,"['Year', 'Player Name', 'NFL Team', 'Position', 'Team Defense Rank', 'Team Performance']"
What is the highest number for the opposite of the offense for the green bay packers,select MAX(Team Defense Rank) where NFL Team eq Green Bay Packers ,"['Year', 'Player Name', 'NFL Team', 'Position', 'Team Defense Rank', 'Team Performance']"
What is the highest number for the opposite of offense for the green bay packers?,select MAX(Team Defense Rank) where NFL Team eq Green Bay Packers ,"['Year', 'Player Name', 'NFL Team', 'Position', 'Team Defense Rank', 'Team Performance']"
"How many counties have a surface area of 1,205.4 km2?","select COUNT(Code) where Area (km 2 ) eq 1,205.4 ","['Code', 'County', 'Former Province', 'Area (km 2 )', 'Population Census 2009', 'Capital']"
Which capital has a population of 596268?,select Capital where Population Census 2009 eq 596268 ,"['Code', 'County', 'Former Province', 'Area (km 2 )', 'Population Census 2009', 'Capital']"
"What is the capital with area ( km 2 ) of 12,245.9?","select Capital where Area (km 2 ) eq 12,245.9 ","['Code', 'County', 'Former Province', 'Area (km 2 )', 'Population Census 2009', 'Capital']"
"What is the capital with a area ( km 2 ) of 12,245.9?","select Capital where Area (km 2 ) eq 12,245.9 ","['Code', 'County', 'Former Province', 'Area (km 2 )', 'Population Census 2009', 'Capital']"
"What is the capital with area ( km 2 ) being 12,245.9.","select Capital where Area (km 2 ) eq 12,245.9 ","['Code', 'County', 'Former Province', 'Area (km 2 )', 'Population Census 2009', 'Capital']"
"What is the former province with area ( km 2 ) of 12,245.9?","select Former Province where Area (km 2 ) eq 12,245.9 ","['Code', 'County', 'Former Province', 'Area (km 2 )', 'Population Census 2009', 'Capital']"
"What is the former province with area ( km 2 ) being 12,245.9.","select Former Province where Area (km 2 ) eq 12,245.9 ","['Code', 'County', 'Former Province', 'Area (km 2 )', 'Population Census 2009', 'Capital']"
"What is the former province with area ( km 2 ) of 12,245.9.","select Former Province where Area (km 2 ) eq 12,245.9 ","['Code', 'County', 'Former Province', 'Area (km 2 )', 'Population Census 2009', 'Capital']"
How many capital with population census 2009 being 284657,select COUNT(Capital) where Population Census 2009 eq 284657 ,"['Code', 'County', 'Former Province', 'Area (km 2 )', 'Population Census 2009', 'Capital']"
How many capital with population census of 2009 being 284657,select COUNT(Capital) where Population Census 2009 eq 284657 ,"['Code', 'County', 'Former Province', 'Area (km 2 )', 'Population Census 2009', 'Capital']"
How many capital with population census 2009 is 284657,select COUNT(Capital) where Population Census 2009 eq 284657 ,"['Code', 'County', 'Former Province', 'Area (km 2 )', 'Population Census 2009', 'Capital']"
What is the area ( km 2 ) with the 2009 population census 939370,select Area (km 2 ) where Population Census 2009 eq 939370 ,"['Code', 'County', 'Former Province', 'Area (km 2 )', 'Population Census 2009', 'Capital']"
What is the area ( km 2 ) with population census 2009 being 939370,select Area (km 2 ) where Population Census 2009 eq 939370 ,"['Code', 'County', 'Former Province', 'Area (km 2 )', 'Population Census 2009', 'Capital']"
What is the area ( km 2 ) with population census 2009 939370,select Area (km 2 ) where Population Census 2009 eq 939370 ,"['Code', 'County', 'Former Province', 'Area (km 2 )', 'Population Census 2009', 'Capital']"
"What is the minimum code with area ( km 2 ) being 12,245.9?","select MIN(Code) where Area (km 2 ) eq 12,245.9 ","['Code', 'County', 'Former Province', 'Area (km 2 )', 'Population Census 2009', 'Capital']"
"What is the minimum code with the area ( km 2 ) being 12,245.9?","select MIN(Code) where Area (km 2 ) eq 12,245.9 ","['Code', 'County', 'Former Province', 'Area (km 2 )', 'Population Census 2009', 'Capital']"
"What is the minimum code with area ( km 2 ) being 12,245.9","select MIN(Code) where Area (km 2 ) eq 12,245.9 ","['Code', 'County', 'Former Province', 'Area (km 2 )', 'Population Census 2009', 'Capital']"
What is the county with code 2 being,select County where Code eq 2 ,"['Code', 'County', 'Former Province', 'Area (km 2 )', 'Population Census 2009', 'Capital']"
What is the county with code 2 being?,select County where Code eq 2 ,"['Code', 'County', 'Former Province', 'Area (km 2 )', 'Population Census 2009', 'Capital']"
What's the county with code 2 being,select County where Code eq 2 ,"['Code', 'County', 'Former Province', 'Area (km 2 )', 'Population Census 2009', 'Capital']"
In which year did Tom Sneva win a race?,select Season where Winning Driver eq Tom Sneva ,"['Season', 'Race Name', 'Winning Driver', 'Chassis', 'Engine', 'Tires', 'Team']"
What kind of chassis had a winning car with a Foyt engine in 1979?,select Chassis where Season eq 1979 and Engine eq Foyt ,"['Season', 'Race Name', 'Winning Driver', 'Chassis', 'Engine', 'Tires', 'Team']"
For what team does Al Unser drive?,select Team where Winning Driver eq Al Unser ,"['Season', 'Race Name', 'Winning Driver', 'Chassis', 'Engine', 'Tires', 'Team']"
What team does Al Unser drive?,select Team where Winning Driver eq Al Unser ,"['Season', 'Race Name', 'Winning Driver', 'Chassis', 'Engine', 'Tires', 'Team']"
Which team has a vehicle with an Offenhauser engine and a McLaren chassis?,select Team where Chassis eq McLaren and Engine eq Offenhauser ,"['Season', 'Race Name', 'Winning Driver', 'Chassis', 'Engine', 'Tires', 'Team']"
What team raced in the Texas Grand Prix with a Foyt engine?,select Team where Race Name eq Texas Grand Prix and Engine eq Foyt ,"['Season', 'Race Name', 'Winning Driver', 'Chassis', 'Engine', 'Tires', 'Team']"
What network is connected to virtual channel 9.1?,select Network where Virtual channel eq 9.1 ,"['Call sign', 'Analog channel', 'Digital channel', 'Virtual channel', 'Network', 'Station Ownership']"
What network is connected to the virtual channel 9.1?,select Network where Virtual channel eq 9.1 ,"['Call sign', 'Analog channel', 'Digital channel', 'Virtual channel', 'Network', 'Station Ownership']"
Who owns the station on Channel 33.3?,select Station Ownership where Virtual channel eq 33.3 ,"['Call sign', 'Analog channel', 'Digital channel', 'Virtual channel', 'Network', 'Station Ownership']"
What is the digital channel of JCTV?,select Digital channel where Network eq JCTV ,"['Call sign', 'Analog channel', 'Digital channel', 'Virtual channel', 'Network', 'Station Ownership']"
What is the official call sign of channel 33.7?,select Call sign where Virtual channel eq 33.7 ,"['Call sign', 'Analog channel', 'Digital channel', 'Virtual channel', 'Network', 'Station Ownership']"
What is the official call sign of Channel 33.7?,select Call sign where Virtual channel eq 33.7 ,"['Call sign', 'Analog channel', 'Digital channel', 'Virtual channel', 'Network', 'Station Ownership']"
What is the official virtual channel of HSN in Minneapolis-St. Paul?,select Virtual channel where Network eq HSN ,"['Call sign', 'Analog channel', 'Digital channel', 'Virtual channel', 'Network', 'Station Ownership']"
How many Bounce TV stations own?,select COUNT(Station Ownership) where Network eq Bounce TV ,"['Call sign', 'Analog channel', 'Digital channel', 'Virtual channel', 'Network', 'Station Ownership']"
How many points were made when the tries were 83?,select Points where Tries for eq 83 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
How many points were made when the tries was 83?,select Points where Tries for eq 83 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
How many points are there when lost is 7?,select Points for where Lost eq 7 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
What is the loss bonus when the points are 24?,select Losing bonus where Points eq 24 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
How many losing points do Llandudno RFC have?,select Losing bonus where Club eq Llandudno RFC ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
How many losing points has Llandudno RFC?,select Losing bonus where Club eq Llandudno RFC ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
What is the Try Bonus for Ruthin RFC?,select Try bonus where Club eq Ruthin RFC ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
How many tries against with lost being 11,select COUNT(Tries against) where Lost eq 11 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
How many tries against lost being 11,select COUNT(Tries against) where Lost eq 11 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
How many tries against lost with 11 being,select COUNT(Tries against) where Lost eq 11 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
What's won with try bonus being 12,select Won where Try bonus eq 12 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
What's won with the try bonus being 12,select Won where Try bonus eq 12 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
What is the won bonus with try bonus being 12,select Won where Try bonus eq 12 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
What's drawn with lost being 4,select Drawn where Lost eq 4 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
What is drawn with lost being 4,select Drawn where Lost eq 4 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
What is the drawn with lost being 4,select Drawn where Lost eq 4 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
What are the points against with lost being 13,select Points against where Lost eq 13 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
What's the points against with lost being 13,select Points against where Lost eq 13 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
What are the points against with lost being 13?,select Points against where Lost eq 13 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
What are the points against with won being 11,select Points against where Won eq 11 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
What's the points against with won being 11,select Points against where Won eq 11 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
What are the points against won with 11,select Points against where Won eq 11 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
What's drawn with points for being 350?,select Drawn where Points for eq 350 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
What's drawn with points for being 350,select Drawn where Points for eq 350 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
What is drawn with points for being 350?,select Drawn where Points for eq 350 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
How many points for with points against being 177,select COUNT(Points for) where Points against eq 177 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
How many points are for with points against being 177,select COUNT(Points for) where Points against eq 177 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
How many points for with points against being 177?,select COUNT(Points for) where Points against eq 177 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
What's lost with the club being colwyn bay rfc?,select Lost where Club eq Colwyn Bay RFC ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
What's lost with the club being colwyn bay rfc,select Lost where Club eq Colwyn Bay RFC ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
What's lost with club being colwyn bay rfc?,select Lost where Club eq Colwyn Bay RFC ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
What's won with tries for being 84?,select Won where Tries for eq 84 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
What's the won with tries for being 84,select Won where Tries for eq 84 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
What's won with tries for being 84,select Won where Tries for eq 84 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
What's the won with points for being 596?,select Won where Points for eq 596 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
What's the won with points for being 596,select Won where Points for eq 596 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
What is the won with points for being 596,select Won where Points for eq 596 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
What are the points for lost being 4,select Points for where Lost eq 4 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
What are the points for lost being 4?,select Points for where Lost eq 4 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
What's the won with points for being 643,select Won where Points for eq 643 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
What's the won with points for being 643?,select Won where Points for eq 643 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
What is the won with points for being 643,select Won where Points for eq 643 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
What is the Telugu word for оноро in Mongolian?,select Telugu తెలుగు where Mongolian eq Хонгорцог ,"['#', 'Sanskrit संस्कृतम्', 'Tamil தமிழ்', 'Telugu తెలుగు', 'Kannada ಕನ್ನಡ', 'Malayalam മലയാളം', 'Mongolian']"
What is the telugu word for оноро in Mongolian?,select Telugu తెలుగు where Mongolian eq Хонгорцог ,"['#', 'Sanskrit संस्कृतम्', 'Tamil தமிழ்', 'Telugu తెలుగు', 'Kannada ಕನ್ನಡ', 'Malayalam മലയാളം', 'Mongolian']"
What is the Malayalam word for  punarvasu  in Kannada?,select Malayalam മലയാളം where Kannada ಕನ್ನಡ eq Punarvasu ಪುನರ್ವಸು ,"['#', 'Sanskrit संस्कृतम्', 'Tamil தமிழ்', 'Telugu తెలుగు', 'Kannada ಕನ್ನಡ', 'Malayalam മലയാളം', 'Mongolian']"
What is the Malayalam word for punarvasu  in Kannada?,select Malayalam മലയാളം where Kannada ಕನ್ನಡ eq Punarvasu ಪುನರ್ವಸು ,"['#', 'Sanskrit संस्कृतम्', 'Tamil தமிழ்', 'Telugu తెలుగు', 'Kannada ಕನ್ನಡ', 'Malayalam മലയാളം', 'Mongolian']"
What is the Malayalam word that is listed in the table as #10?,select Malayalam മലയാളം where # eq 10 ,"['#', 'Sanskrit संस्कृतम्', 'Tamil தமிழ்', 'Telugu తెలుగు', 'Kannada ಕನ್ನಡ', 'Malayalam മലയാളം', 'Mongolian']"
What is the Malayalam word listed in the table as #10?,select Malayalam മലയാളം where # eq 10 ,"['#', 'Sanskrit संस्कृतम्', 'Tamil தமிழ்', 'Telugu తెలుగు', 'Kannada ಕನ್ನಡ', 'Malayalam മലയാളം', 'Mongolian']"
Tell the score when the times were gone was 75,select Points against where Tries against eq 75 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
Tell the score when the times gone was 75,select Points against where Tries against eq 75 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
Tell the score when the times went was 75,select Points against where Tries against eq 75 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
The score when the tries was 743 was,select Points against where Points for eq 743 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
The score when the tries were 743 was,select Points against where Points for eq 743 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
The score was 743 when the tries were scored,select Points against where Points for eq 743 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
Tell how many wins there were when the score was 490,select COUNT(Won) where Points for eq 490 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
Tell how many wins there were when the score was 490.,select COUNT(Won) where Points for eq 490 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
How many wins there were when the score was 490,select COUNT(Won) where Points for eq 490 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
How many extra points were there when the score was 48?,select Try bonus where Points eq 48 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
How many extra points were there when the score was 48,select Try bonus where Points eq 48 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
What was the extra score when the overall score was 52,select Losing bonus where Tries for eq 52 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
