paraquestion,SQL,Header
How many trains arrive at 11:00,select COUNT(Train No.) where Arrival eq 11:00 ,"['Train No.', 'Train Name', 'Arrival', 'Departure', 'Days', 'Platform No.']"
What is the No Party preference when the city is murrieta?,select No party preference where City eq Murrieta ,"['City', 'Population', 'Registered voters', 'Democratic', 'Republican', 'D–R spread', 'Other', 'No party preference']"
What is the no party preference when the other is 10.1%?,select No party preference where Other eq 10.1% ,"['City', 'Population', 'Registered voters', 'Democratic', 'Republican', 'D–R spread', 'Other', 'No party preference']"
What is the no party preference when the republican is 45.3%?,select No party preference where Republican eq 45.3% ,"['City', 'Population', 'Registered voters', 'Democratic', 'Republican', 'D–R spread', 'Other', 'No party preference']"
What is the other when no party preference is 19.1%?,select Other where No party preference eq 19.1% ,"['City', 'Population', 'Registered voters', 'Democratic', 'Republican', 'D–R spread', 'Other', 'No party preference']"
What is another when no party preference is 19.1%?,select Other where No party preference eq 19.1% ,"['City', 'Population', 'Registered voters', 'Democratic', 'Republican', 'D–R spread', 'Other', 'No party preference']"
What is other when the number of registered voters is 50.7%?,select Other where Registered voters eq 50.7% ,"['City', 'Population', 'Registered voters', 'Democratic', 'Republican', 'D–R spread', 'Other', 'No party preference']"
What is other when registered voters are 50.7%?,select Other where Registered voters eq 50.7% ,"['City', 'Population', 'Registered voters', 'Democratic', 'Republican', 'D–R spread', 'Other', 'No party preference']"
What is the district with incumbent Charlie Norwood?,select District where Incumbent eq Charlie Norwood ,"['District', 'Incumbent', 'Party', 'Elected', 'Status', 'Result']"
What year is elected for incumbent Cynthia Mckinney?,select Elected where Incumbent eq Cynthia McKinney ,"['District', 'Incumbent', 'Party', 'Elected', 'Status', 'Result']"
What is the year for incumbent Cynthia Mckinney elected?,select Elected where Incumbent eq Cynthia McKinney ,"['District', 'Incumbent', 'Party', 'Elected', 'Status', 'Result']"
What is the year for the incumbent Cynthia Mckinney elected?,select Elected where Incumbent eq Cynthia McKinney ,"['District', 'Incumbent', 'Party', 'Elected', 'Status', 'Result']"
How many incumbents was the result of sanford bishop (d) 57% joseph mccormick (r) 43%?,select COUNT(Incumbent) where Result eq Sanford Bishop (D) 57% Joseph McCormick (R) 43% ,"['District', 'Incumbent', 'Party', 'Elected', 'Status', 'Result']"
What is the status for the 10th district of georgia?,select Status where District eq Georgia's 10th ,"['District', 'Incumbent', 'Party', 'Elected', 'Status', 'Result']"
What is the status of the 10th district of georgia?,select Status where District eq Georgia's 10th ,"['District', 'Incumbent', 'Party', 'Elected', 'Status', 'Result']"
What is the district with the result of mac collins (r) unopposed?,select District where Result eq Mac Collins (R) unopposed ,"['District', 'Incumbent', 'Party', 'Elected', 'Status', 'Result']"
How many times is the production code 201a?,select COUNT(Title) where Production code eq 201a ,"['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
How many times is the 201a production code?,select COUNT(Title) where Production code eq 201a ,"['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
Name the most overall rank for the czech republic,select MAX(Overall rank) where Country eq Czech Republic ,"['Overall rank', 'Country', 'Overall life expectancy', 'Male life expectancy', 'Male rank', 'Female life expectancy', 'Female rank']"
Name the highest overall ranking for the czech republic,select MAX(Overall rank) where Country eq Czech Republic ,"['Overall rank', 'Country', 'Overall life expectancy', 'Male life expectancy', 'Male rank', 'Female life expectancy', 'Female rank']"
Name the most overall ranking for the czech republic,select MAX(Overall rank) where Country eq Czech Republic ,"['Overall rank', 'Country', 'Overall life expectancy', 'Male life expectancy', 'Male rank', 'Female life expectancy', 'Female rank']"
Name the total number of male ranks for fiji,select COUNT(Male rank) where Country eq Fiji ,"['Overall rank', 'Country', 'Overall life expectancy', 'Male life expectancy', 'Male rank', 'Female life expectancy', 'Female rank']"
Name the total number of male rank for Fiji,select COUNT(Male rank) where Country eq Fiji ,"['Overall rank', 'Country', 'Overall life expectancy', 'Male life expectancy', 'Male rank', 'Female life expectancy', 'Female rank']"
Name the most female life expectancy for Djibouti,select MAX(Female life expectancy) where Country eq Djibouti ,"['Overall rank', 'Country', 'Overall life expectancy', 'Male life expectancy', 'Male rank', 'Female life expectancy', 'Female rank']"
Name the female life expectancy for Djibouti,select MAX(Female life expectancy) where Country eq Djibouti ,"['Overall rank', 'Country', 'Overall life expectancy', 'Male life expectancy', 'Male rank', 'Female life expectancy', 'Female rank']"
Name the most female life expectancy for the overall rank of 61,select MAX(Female life expectancy) where Overall rank eq 61 ,"['Overall rank', 'Country', 'Overall life expectancy', 'Male life expectancy', 'Male rank', 'Female life expectancy', 'Female rank']"
Name the most female life expectancy for the overall rank of 61.,select MAX(Female life expectancy) where Overall rank eq 61 ,"['Overall rank', 'Country', 'Overall life expectancy', 'Male life expectancy', 'Male rank', 'Female life expectancy', 'Female rank']"
Name the female life expectancy for the overall rank of 61,select MAX(Female life expectancy) where Overall rank eq 61 ,"['Overall rank', 'Country', 'Overall life expectancy', 'Male life expectancy', 'Male rank', 'Female life expectancy', 'Female rank']"
Name the male life expectancy for pakistan,select MAX(Male life expectancy) where Country eq Pakistan ,"['Overall rank', 'Country', 'Overall life expectancy', 'Male life expectancy', 'Male rank', 'Female life expectancy', 'Female rank']"
Name the male life expectancy for pakistan.,select MAX(Male life expectancy) where Country eq Pakistan ,"['Overall rank', 'Country', 'Overall life expectancy', 'Male life expectancy', 'Male rank', 'Female life expectancy', 'Female rank']"
What is the name of the episode # 10a?,select Title where No. in series eq 10a ,"['No. in series', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
"What is the episode number for the ""Old Monster""?","select No. in series where Title eq ""Old Monster"" ","['No. in series', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
What is the title of the episode written by Michael Price?,select Title where Written by eq Michael Price ,"['No. in series', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
"Who directed the episode titled ""Don't just do it""?","select Directed by where Title eq ""Don't Just Do It"" ","['No. in series', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
"Who directed the episode called ""Don't just do it""?","select Directed by where Title eq ""Don't Just Do It"" ","['No. in series', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
What was the title for the episode with production code 404a?,select Title where Production code eq 404a ,"['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
What is the production code for the episode written by Kat Likkel and Denise Downer?,select Production code where Written by eq Kat Likkel & Denise Downer ,"['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
Who was the director for the episode number in season 10a?,select Directed by where No. in season eq 10a ,"['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
Who was the director for episode number in season 10a?,select Directed by where No. in season eq 10a ,"['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
Who wrote the episode in the 46b series?,select Written by where No. in series eq 46b ,"['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
"What was the production code for the episode titled ""Misery Date""?","select Production code where Title eq ""Misery Date"" ","['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
How many production codes did the episode number have in series 46b?,select COUNT(Production code) where No. in series eq 46b ,"['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
How many production codes did the episode number in the 46b series have?,select COUNT(Production code) where No. in series eq 46b ,"['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
"How many viewer data were given for the episode ""If at First You Don't Succeed, Lie, Lie Again""?","select COUNT(U.S. viewers (in millions)) where Title eq ""If at First You Don't Succeed, Lie, Lie Again"" ","['No. in series', 'Title', 'Directed by', 'Written by', 'Original air date', 'U.S. viewers (in millions)']"
"How many viewer data were given for the episode ""If at First You Don't Succeed, Lie, Lie Again""","select COUNT(U.S. viewers (in millions)) where Title eq ""If at First You Don't Succeed, Lie, Lie Again"" ","['No. in series', 'Title', 'Directed by', 'Written by', 'Original air date', 'U.S. viewers (in millions)']"
"How many viewer data were given for the episode ""If at first you don't succeed, lie, lie again""?","select COUNT(U.S. viewers (in millions)) where Title eq ""If at First You Don't Succeed, Lie, Lie Again"" ","['No. in series', 'Title', 'Directed by', 'Written by', 'Original air date', 'U.S. viewers (in millions)']"
"How many directors directed an episode that reached 2,48 million viewers?",select COUNT(Directed by) where U.S. viewers (in millions) eq 2.48 ,"['No. in series', 'Title', 'Directed by', 'Written by', 'Original air date', 'U.S. viewers (in millions)']"
"What was the original date of the episode ""Keep Your Friends Close""?","select Original air date where Title eq ""Keep Your Friends Close"" ","['No. in series', 'Title', 'Directed by', 'Written by', 'Original air date', 'U.S. viewers (in millions)']"
Who represents District 41?,select Delegate where District eq 41 ,"['District', 'Counties Represented', 'Delegate', 'Party', 'First Elected', 'Committee']"
Who represents district 41?,select Delegate where District eq 41 ,"['District', 'Counties Represented', 'Delegate', 'Party', 'First Elected', 'Committee']"
"For delegate is mcdonough, patrick l. pat mcdonough, specify all the district","select District where Delegate eq McDonough, Patrick L. Pat McDonough ","['District', 'Counties Represented', 'Delegate', 'Party', 'First Elected', 'Committee']"
Where the committee is environmental matters and district is 36 please specify all the delegate name,select Delegate where Committee eq Environmental Matters and District eq 36 ,"['District', 'Counties Represented', 'Delegate', 'Party', 'First Elected', 'Committee']"
Where the committee is environmental matters and district is 36 please specify all delegate name,select Delegate where Committee eq Environmental Matters and District eq 36 ,"['District', 'Counties Represented', 'Delegate', 'Party', 'First Elected', 'Committee']"
Where committee is environmental matters and district is 36 please specify all delegate name,select Delegate where Committee eq Environmental Matters and District eq 36 ,"['District', 'Counties Represented', 'Delegate', 'Party', 'First Elected', 'Committee']"
"For democratic party, countries represented is montgomery and where the committee is judiciary mention all delegate name.",select Delegate where Committee eq Judiciary and Party eq Democratic and Counties Represented eq Montgomery ,"['District', 'Counties Represented', 'Delegate', 'Party', 'First Elected', 'Committee']"
"For the democratic party, countries represented is montgomery and where the committee is judiciary mention all delegate name.",select Delegate where Committee eq Judiciary and Party eq Democratic and Counties Represented eq Montgomery ,"['District', 'Counties Represented', 'Delegate', 'Party', 'First Elected', 'Committee']"
"For democratic party, countries represented is montgomery and where committee is judiciary mention all delegate name.",select Delegate where Committee eq Judiciary and Party eq Democratic and Counties Represented eq Montgomery ,"['District', 'Counties Represented', 'Delegate', 'Party', 'First Elected', 'Committee']"
"Where the delegate is feldman, brian j. brian j. feldman, please specify all the party","select Party where Delegate eq Feldman, Brian J. Brian J. Feldman ","['District', 'Counties Represented', 'Delegate', 'Party', 'First Elected', 'Committee']"
"Where delegate is feldman, brian j. feldman, please specify all the party","select Party where Delegate eq Feldman, Brian J. Brian J. Feldman ","['District', 'Counties Represented', 'Delegate', 'Party', 'First Elected', 'Committee']"
What is the height if the number of floors is 70?,select Height where Number of floors eq 70 ,"['Position', 'Building', 'City', 'Height', 'Number of floors', 'Completion']"
What is the number of floors if the completed is 2010?,select MIN(Number of floors) where Completion eq 2010 ,"['Position', 'Building', 'City', 'Height', 'Number of floors', 'Completion']"
What is the number of floors if completed is 2010?,select MIN(Number of floors) where Completion eq 2010 ,"['Position', 'Building', 'City', 'Height', 'Number of floors', 'Completion']"
What is the height if the building is Costanera Center Torre 1?,select Height where Building eq Costanera Center Torre 1 ,"['Position', 'Building', 'City', 'Height', 'Number of floors', 'Completion']"
How many positions does the Costanera Center Torre 1 building have?,select COUNT(Position) where Building eq Costanera Center Torre 1 ,"['Position', 'Building', 'City', 'Height', 'Number of floors', 'Completion']"
How many positions does the building Costanera Center Torre 1 have?,select COUNT(Position) where Building eq Costanera Center Torre 1 ,"['Position', 'Building', 'City', 'Height', 'Number of floors', 'Completion']"
How many positions does the Costanera Center Torre 1 have?,select COUNT(Position) where Building eq Costanera Center Torre 1 ,"['Position', 'Building', 'City', 'Height', 'Number of floors', 'Completion']"
Who is the outgoing manager when the team is simurq Pfc?,select Outgoing manager where Team eq Simurq PFC ,"['Team', 'Outgoing manager', 'Manner of departure', 'Date of vacancy', 'Replaced by', 'Date of appointment']"
How many date of appointment entries are there when the team is Khazar Lankaran?,select COUNT(Date of appointment) where Team eq Khazar Lankaran ,"['Team', 'Outgoing manager', 'Manner of departure', 'Date of vacancy', 'Replaced by', 'Date of appointment']"
What is the manner of departure when replaced by is bahman hasanov?,select Manner of departure where Replaced by eq Bahman Hasanov ,"['Team', 'Outgoing manager', 'Manner of departure', 'Date of vacancy', 'Replaced by', 'Date of appointment']"
What was the overall record for the Pandas in the 2003-04 season?,select Overall where Season eq 2003-04 ,"['Season', 'Coach', 'Conf. Record', 'Overall', 'Standings', 'Postseason']"
What was the overall record for the Pandas during the 2003-04 season?,select Overall where Season eq 2003-04 ,"['Season', 'Coach', 'Conf. Record', 'Overall', 'Standings', 'Postseason']"
What was the conference record in the season when the Pandas had an overall record of 33-4-1?,select Conf. Record where Overall eq 33-4-1 ,"['Season', 'Coach', 'Conf. Record', 'Overall', 'Standings', 'Postseason']"
Who was the coach of the Pandas when their total record was 20-6-2?,select Coach where Overall eq 20-6-2 ,"['Season', 'Coach', 'Conf. Record', 'Overall', 'Standings', 'Postseason']"
What was the conference record for the Pandas when they were first in the standings in the 2003-04 season?,select Conf. Record where Standings eq First and Season eq 2003-04 ,"['Season', 'Coach', 'Conf. Record', 'Overall', 'Standings', 'Postseason']"
What was the conference record for the Pandas when they were first in the standings during the 2003-04 season?,select Conf. Record where Standings eq First and Season eq 2003-04 ,"['Season', 'Coach', 'Conf. Record', 'Overall', 'Standings', 'Postseason']"
What was the overall record for the Pandas when their conference record was 4-1-1?,select Overall where Conf. Record eq 4-1-1 ,"['Season', 'Coach', 'Conf. Record', 'Overall', 'Standings', 'Postseason']"
What was the overall record for the Pandas when their Conference record was 4-1-1?,select Overall where Conf. Record eq 4-1-1 ,"['Season', 'Coach', 'Conf. Record', 'Overall', 'Standings', 'Postseason']"
In what season was the conference record for the Pandas 15-1-1?,select Season where Conf. Record eq 15-1-1 ,"['Season', 'Coach', 'Conf. Record', 'Overall', 'Standings', 'Postseason']"
In which season was the conference record for the Pandas 15-1-1?,select Season where Conf. Record eq 15-1-1 ,"['Season', 'Coach', 'Conf. Record', 'Overall', 'Standings', 'Postseason']"
How many times is the week # is the audition?,select COUNT(Original artist) where Week # eq Audition ,"['Week #', 'Theme', 'Song choice', 'Original artist', 'Order #', 'Result']"
How many times is the week # is audition?,select COUNT(Original artist) where Week # eq Audition ,"['Week #', 'Theme', 'Song choice', 'Original artist', 'Order #', 'Result']"
How many episodes in the series are numbered 14?,select COUNT(Episode) where Series No. eq 14 ,"['Episode No. Episode No. refers to the episodes number in the overall series, whereas Series No. refers to the episodes number in this particular series.', 'Series No.', 'Episode', 'Director', 'Writer(s)', 'Original airdate']"
How many episodes are numbered in the series 14?,select COUNT(Episode) where Series No. eq 14 ,"['Episode No. Episode No. refers to the episodes number in the overall series, whereas Series No. refers to the episodes number in this particular series.', 'Series No.', 'Episode', 'Director', 'Writer(s)', 'Original airdate']"
"How many writers for the episode ""Peace, Brother""?","select COUNT(Writer(s)) where Episode eq ""Peace, Brother"" ","['Episode No. Episode No. refers to the episodes number in the overall series, whereas Series No. refers to the episodes number in this particular series.', 'Series No.', 'Episode', 'Director', 'Writer(s)', 'Original airdate']"
"What series number is the episode ""Peace, Brother""?","select Series No. where Episode eq ""Peace, Brother"" ","['Episode No. Episode No. refers to the episodes number in the overall series, whereas Series No. refers to the episodes number in this particular series.', 'Series No.', 'Episode', 'Director', 'Writer(s)', 'Original airdate']"
How many times did Episode 17 originally air?,"select COUNT(Original airdate) where Episode No. Episode No. refers to the episodes number in the overall series, whereas Series No. refers to the episodes number in this particular series. eq 17 ","['Episode No. Episode No. refers to the episodes number in the overall series, whereas Series No. refers to the episodes number in this particular series.', 'Series No.', 'Episode', 'Director', 'Writer(s)', 'Original airdate']"
How many episodes did episode 17 originally air?,"select COUNT(Original airdate) where Episode No. Episode No. refers to the episodes number in the overall series, whereas Series No. refers to the episodes number in this particular series. eq 17 ","['Episode No. Episode No. refers to the episodes number in the overall series, whereas Series No. refers to the episodes number in this particular series.', 'Series No.', 'Episode', 'Director', 'Writer(s)', 'Original airdate']"
"What is the original air date for ""Rock-a-bye-baby""?","select Original airdate where Episode eq ""Rock-a-Bye-Baby"" ","['Episode No. Episode No. refers to the episodes number in the overall series, whereas Series No. refers to the episodes number in this particular series.', 'Series No.', 'Episode', 'Director', 'Writer(s)', 'Original airdate']"
"What is the original air date(s) for ""The Raid""?","select Original airdate where Episode eq ""The Raid"" ","['Episode No. Episode No. refers to the episodes number in the overall series, whereas Series No. refers to the episodes number in this particular series.', 'Series No.', 'Episode', 'Director', 'Writer(s)', 'Original airdate']"
"What is the original date(s) of air for ""the raid""?","select Original airdate where Episode eq ""The Raid"" ","['Episode No. Episode No. refers to the episodes number in the overall series, whereas Series No. refers to the episodes number in this particular series.', 'Series No.', 'Episode', 'Director', 'Writer(s)', 'Original airdate']"
What is the format of the 105.5 fm?,select Format where Frequency eq 105.5 FM ,"['Frequency', 'Call sign', 'Name', 'Format', 'Owner', 'Target city/ market', 'City of license']"
What is the KLRJ market?,select Target city/ market where Call sign eq KLRJ ,"['Frequency', 'Call sign', 'Name', 'Format', 'Owner', 'Target city/ market', 'City of license']"
What is the format of the station owned by Dakota Broadcasting?,select Format where Owner eq Dakota Broadcasting ,"['Frequency', 'Call sign', 'Name', 'Format', 'Owner', 'Target city/ market', 'City of license']"
Which manager of the team was replaced by Ercan Ertemçöz?,select Team where Replaced by eq Ercan Ertemçöz ,"['Team', 'Outgoing manager', 'Manner of departure', 'Date of vacancy', 'Replaced by', 'Date of appointment']"
What team manager was replaced by Ercan Ertemçöz?,select Team where Replaced by eq Ercan Ertemçöz ,"['Team', 'Outgoing manager', 'Manner of departure', 'Date of vacancy', 'Replaced by', 'Date of appointment']"
What manager of the team was replaced by Ercan Ertemçöz?,select Team where Replaced by eq Ercan Ertemçöz ,"['Team', 'Outgoing manager', 'Manner of departure', 'Date of vacancy', 'Replaced by', 'Date of appointment']"
What was the date of appointment for the manager replacing Kadir zcan?,select Date of appointment where Outgoing manager eq Kadir Özcan ,"['Team', 'Outgoing manager', 'Manner of departure', 'Date of vacancy', 'Replaced by', 'Date of appointment']"
What was the date of appointment of the manager replacing Kadir zcan?,select Date of appointment where Outgoing manager eq Kadir Özcan ,"['Team', 'Outgoing manager', 'Manner of departure', 'Date of vacancy', 'Replaced by', 'Date of appointment']"
Which Manager was appointed on 08.06.2010?,select Replaced by where Date of appointment eq 08.06.2010 ,"['Team', 'Outgoing manager', 'Manner of departure', 'Date of vacancy', 'Replaced by', 'Date of appointment']"
Who replaced Altay's previous manager?,select Replaced by where Team eq Altay ,"['Team', 'Outgoing manager', 'Manner of departure', 'Date of vacancy', 'Replaced by', 'Date of appointment']"
What was the date of appointment for Ergün Penbe?,select Date of appointment where Replaced by eq Ergün Penbe ,"['Team', 'Outgoing manager', 'Manner of departure', 'Date of vacancy', 'Replaced by', 'Date of appointment']"
What was the appointment date for Ergün Penbe?,select Date of appointment where Replaced by eq Ergün Penbe ,"['Team', 'Outgoing manager', 'Manner of departure', 'Date of vacancy', 'Replaced by', 'Date of appointment']"
What is the overall total for Omaha Nighthawks?,select MIN(Overall Total) where Team eq Omaha Nighthawks ,"['Team', 'Home Gms', 'Home Total', 'Home Avg', 'Top Home Crowd', 'Road Gms', 'Road Total', 'Road Avg', 'Overall Gms', 'Overall Total', 'Overall Avg']"
Which team has a home average of 18125?,select Team where Home Avg eq 18125 ,"['Team', 'Home Gms', 'Home Total', 'Home Avg', 'Top Home Crowd', 'Road Gms', 'Road Total', 'Road Avg', 'Overall Gms', 'Overall Total', 'Overall Avg']"
What was the highest total home?,select MAX(Home Total) where ,"['Team', 'Home Gms', 'Home Total', 'Home Avg', 'Top Home Crowd', 'Road Gms', 'Road Total', 'Road Avg', 'Overall Gms', 'Overall Total', 'Overall Avg']"
How many games had an average of 12796 games?,select COUNT(Overall Gms) where Overall Avg eq 12796 ,"['Team', 'Home Gms', 'Home Total', 'Home Avg', 'Top Home Crowd', 'Road Gms', 'Road Total', 'Road Avg', 'Overall Gms', 'Overall Total', 'Overall Avg']"
Who was the stage winner of the Letua cycling team on stage 2?,select Stage winner where Team classification eq LeTua Cycling Team and Stage eq 2 ,"['Stage', 'Stage winner', 'General classification', 'Points classification', 'Mountains classification', 'Asian rider classification', 'Team classification']"
Who was the stage winner of the Letua cycling team on Stage 2?,select Stage winner where Team classification eq LeTua Cycling Team and Stage eq 2 ,"['Stage', 'Stage winner', 'General classification', 'Points classification', 'Mountains classification', 'Asian rider classification', 'Team classification']"
Who is listed under the points classification when the stage winner is malcolm lange?,select Points classification where Stage winner eq Malcolm Lange ,"['Stage', 'Stage winner', 'General classification', 'Points classification', 'Mountains classification', 'Asian rider classification', 'Team classification']"
Who is listed under points classification when the stage winner is malcolm lange?,select Points classification where Stage winner eq Malcolm Lange ,"['Stage', 'Stage winner', 'General classification', 'Points classification', 'Mountains classification', 'Asian rider classification', 'Team classification']"
Which mountain classification is listed under stage 3?,select Mountains classification where Stage eq 3 ,"['Stage', 'Stage winner', 'General classification', 'Points classification', 'Mountains classification', 'Asian rider classification', 'Team classification']"
Which mountain classification is listed under Stage 3?,select Mountains classification where Stage eq 3 ,"['Stage', 'Stage winner', 'General classification', 'Points classification', 'Mountains classification', 'Asian rider classification', 'Team classification']"
Who was listed under general classification when the stage winner was suhardi hassan?,select General classification where Stage winner eq Suhardi Hassan ,"['Stage', 'Stage winner', 'General classification', 'Points classification', 'Mountains classification', 'Asian rider classification', 'Team classification']"
What is the greatest stage number in which suhardi hassan is the stage winner?,select MAX(Stage) where Stage winner eq Suhardi Hassan ,"['Stage', 'Stage winner', 'General classification', 'Points classification', 'Mountains classification', 'Asian rider classification', 'Team classification']"
What is the largest stage number in which suhardi hassan is the stage winner?,select MAX(Stage) where Stage winner eq Suhardi Hassan ,"['Stage', 'Stage winner', 'General classification', 'Points classification', 'Mountains classification', 'Asian rider classification', 'Team classification']"
What is the greatest stage number in which Suhardi Hassan is the stage winner?,select MAX(Stage) where Stage winner eq Suhardi Hassan ,"['Stage', 'Stage winner', 'General classification', 'Points classification', 'Mountains classification', 'Asian rider classification', 'Team classification']"
Who is listed on stage 4 under general classification?,select General classification where Stage eq 4 ,"['Stage', 'Stage winner', 'General classification', 'Points classification', 'Mountains classification', 'Asian rider classification', 'Team classification']"
Who is listed on stage 4 under the general classification?,select General classification where Stage eq 4 ,"['Stage', 'Stage winner', 'General classification', 'Points classification', 'Mountains classification', 'Asian rider classification', 'Team classification']"
Who wrote the episodes with 7.70 u.s. viewers (million)?,select Written by where U.S. viewers (million) eq 7.70 ,"['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code', 'U.S. viewers (million)']"
Who wrote the episodes with 7.70 US viewers (million)?,select Written by where U.S. viewers (million) eq 7.70 ,"['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code', 'U.S. viewers (million)']"
Who wrote the episodes with 7.70 u.s. viewers (million )?,select Written by where U.S. viewers (million) eq 7.70 ,"['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code', 'U.S. viewers (million)']"
What original air date has 5.85 US viewers (million)?,select Original air date where U.S. viewers (million) eq 5.85 ,"['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code', 'U.S. viewers (million)']"
What original air date has 5.85 U.S. viewers (million)?,select Original air date where U.S. viewers (million) eq 5.85 ,"['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code', 'U.S. viewers (million)']"
What is the title in the number 10 in the season?,select Title where No. in season eq 10 ,"['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code', 'U.S. viewers (million)']"
What is the title in number 10 in the season?,select Title where No. in season eq 10 ,"['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code', 'U.S. viewers (million)']"
"If the position in the table is 10th and the manner of departure was resigned, what was the date of vacancy?",select Date of vacancy where Manner of departure eq Resigned and Position in table eq 10th ,"['Team', 'Outgoing head coach', 'Manner of departure', 'Date of vacancy', 'Position in table', 'Incoming head coach', 'Date of appointment']"
What was the date of vacancy if the position in the table is 10th and the manner of departure was resigned?,select Date of vacancy where Manner of departure eq Resigned and Position in table eq 10th ,"['Team', 'Outgoing head coach', 'Manner of departure', 'Date of vacancy', 'Position in table', 'Incoming head coach', 'Date of appointment']"
What was the date of the vacancy if the position in the table is 10th and the manner of departure was resigned?,select Date of vacancy where Manner of departure eq Resigned and Position in table eq 10th ,"['Team', 'Outgoing head coach', 'Manner of departure', 'Date of vacancy', 'Position in table', 'Incoming head coach', 'Date of appointment']"
What is the date of vacancy if the incoming head coach is Carlos Azenha?,select Date of vacancy where Incoming head coach eq Carlos Azenha ,"['Team', 'Outgoing head coach', 'Manner of departure', 'Date of vacancy', 'Position in table', 'Incoming head coach', 'Date of appointment']"
What is the date of the vacancy if the incoming head coach is Carlos Azenha?,select Date of vacancy where Incoming head coach eq Carlos Azenha ,"['Team', 'Outgoing head coach', 'Manner of departure', 'Date of vacancy', 'Position in table', 'Incoming head coach', 'Date of appointment']"
What is the date of appointment if the team is unio de leiria?,select Date of appointment where Team eq União de Leiria ,"['Team', 'Outgoing head coach', 'Manner of departure', 'Date of vacancy', 'Position in table', 'Incoming head coach', 'Date of appointment']"
"If the team is unio de leiria, what is the date of appointment?",select Date of appointment where Team eq União de Leiria ,"['Team', 'Outgoing head coach', 'Manner of departure', 'Date of vacancy', 'Position in table', 'Incoming head coach', 'Date of appointment']"
What is the date of the appointment if the team is unio de leiria?,select Date of appointment where Team eq União de Leiria ,"['Team', 'Outgoing head coach', 'Manner of departure', 'Date of vacancy', 'Position in table', 'Incoming head coach', 'Date of appointment']"
Was 2003 when 1999 is 2.1?,select 2003 where 1999 eq 2.1 ,"['Greek national account', '1970', '1980', '1990', '1995', '1996', '1997', '1998', '1999', '2000', '2001 1', '2002', '2003', '2004', '2005', '2006', '2007', '2008', '2009', '2010', '2011', '2012', '2013 2', '2014 2', '2015 3']"
Was 2010 when 2003 is 5.6?,select 2010 where 2003 eq 5.6 ,"['Greek national account', '1970', '1980', '1990', '1995', '1996', '1997', '1998', '1999', '2000', '2001 1', '2002', '2003', '2004', '2005', '2006', '2007', '2008', '2009', '2010', '2011', '2012', '2013 2', '2014 2', '2015 3']"
What is the Greek national account when 1997 is 6.1?,select Greek national account where 1997 eq 6.1 ,"['Greek national account', '1970', '1980', '1990', '1995', '1996', '1997', '1998', '1999', '2000', '2001 1', '2002', '2003', '2004', '2005', '2006', '2007', '2008', '2009', '2010', '2011', '2012', '2013 2', '2014 2', '2015 3']"
"What is 1995, when 20011 is 45.8?",select 1995 where 2001 1 eq 45.8 ,"['Greek national account', '1970', '1980', '1990', '1995', '1996', '1997', '1998', '1999', '2000', '2001 1', '2002', '2003', '2004', '2005', '2006', '2007', '2008', '2009', '2010', '2011', '2012', '2013 2', '2014 2', '2015 3']"
Was 2006 when 1997 is 6.8?,select 2006 where 1997 eq 6.8 ,"['Greek national account', '1970', '1980', '1990', '1995', '1996', '1997', '1998', '1999', '2000', '2001 1', '2002', '2003', '2004', '2005', '2006', '2007', '2008', '2009', '2010', '2011', '2012', '2013 2', '2014 2', '2015 3']"
"What is 2002, when 2009 is 54.0?",select 2002 where 2009 eq 54.0 ,"['Greek national account', '1970', '1980', '1990', '1995', '1996', '1997', '1998', '1999', '2000', '2001 1', '2002', '2003', '2004', '2005', '2006', '2007', '2008', '2009', '2010', '2011', '2012', '2013 2', '2014 2', '2015 3']"
