paraquestion,SQL,Header
"How many episodes were entitled ""Going Bodmin""?","select Episode No. where Title eq ""Going Bodmin"" ","['Episode No.', 'Title', 'Directed by', 'Written by', 'Viewers (millions)', 'Original airdate']"
Which episode had 9.7 million viewers?,select Episode where Viewers (in millions) eq 9.7 ,"['Episode', 'Broadcast date', 'Run time', 'Viewers (in millions)', 'Archive']"
On what date was an episode broadcast that had a run time of 24:40?,select Broadcast date where Run time eq 24:40 ,"['Episode', 'Broadcast date', 'Run time', 'Viewers (in millions)', 'Archive']"
What date was an episode broadcast on that had a run time of 24:40?,select Broadcast date where Run time eq 24:40 ,"['Episode', 'Broadcast date', 'Run time', 'Viewers (in millions)', 'Archive']"
Which episode had a run time of 24:53?,select Episode where Run time eq 24:53 ,"['Episode', 'Broadcast date', 'Run time', 'Viewers (in millions)', 'Archive']"
Was the archive for the episode with a run time of 25:24?,select Archive where Run time eq 25:24 ,"['Episode', 'Broadcast date', 'Run time', 'Viewers (in millions)', 'Archive']"
What is his archive for the episode with a run time of 24:05?,select Archive where Run time eq 24:05 ,"['Episode', 'Broadcast date', 'Run time', 'Viewers (in millions)', 'Archive']"
"Who directed the episode ""The departed""?","select Directed by where Title eq ""The Departed"" ","['Episode No.', 'Series No.', 'Title', 'Directed by', 'Written by', 'Viewers (millions)', 'Original airdate']"
Who directed the episode number 23?,select Directed by where Episode No. eq 23 ,"['Episode No.', 'Series No.', 'Title', 'Directed by', 'Written by', 'Viewers (millions)', 'Original airdate']"
What was the number of the game when the record was 4-0?,select MAX(Game) where Record eq 4-0 ,"['Game', 'Date', 'Opponent', 'Result', 'Sun Devils points', 'Opponents', 'Record']"
How many opponents led to an exact 7-0 record?,select COUNT(Opponent) where Record eq 7-0 ,"['Game', 'Date', 'Opponent', 'Result', 'Sun Devils points', 'Opponents', 'Record']"
How many opponents led to an exact record of 7-0?,select COUNT(Opponent) where Record eq 7-0 ,"['Game', 'Date', 'Opponent', 'Result', 'Sun Devils points', 'Opponents', 'Record']"
What was the number of the game against Kansas State?,select Game where Opponent eq Kansas State ,"['Game', 'Date', 'Opponent', 'Result', 'Sun Devils points', 'Opponents', 'Record']"
How many episodes ran in 24:33?,select COUNT(Episode) where Run time eq 24:33 ,"['Episode', 'Broadcast date', 'Run time', 'Viewers (in millions)', 'Archive']"
"How many people tuned in on the broadcast date is April 25, 1970?",select Viewers (in millions) where Broadcast date eq 25April1970 ,"['Episode', 'Broadcast date', 'Run time', 'Viewers (in millions)', 'Archive']"
"On the broadcast date is April 25, 1970, how many people tuned in?",select Viewers (in millions) where Broadcast date eq 25April1970 ,"['Episode', 'Broadcast date', 'Run time', 'Viewers (in millions)', 'Archive']"
"On the broadcast date is 28march1970, how many people tuned in?",select Viewers (in millions) where Broadcast date eq 28March1970 ,"['Episode', 'Broadcast date', 'Run time', 'Viewers (in millions)', 'Archive']"
"On the broadcast date is 21march1970, how many people tuned in?",select COUNT(Viewers (in millions)) where Broadcast date eq 21March1970 ,"['Episode', 'Broadcast date', 'Run time', 'Viewers (in millions)', 'Archive']"
"What is the archive of the show that aired on April 18, 1970?",select Archive where Broadcast date eq 18April1970 ,"['Episode', 'Broadcast date', 'Run time', 'Viewers (in millions)', 'Archive']"
What is the archive of the show that aired on 18 April 1970?,select Archive where Broadcast date eq 18April1970 ,"['Episode', 'Broadcast date', 'Run time', 'Viewers (in millions)', 'Archive']"
What was the least number of points scored by the golden bears when the opponent scored 15 points?,select MIN(Golden Bears points) where Opponents eq 15 ,"['Game', 'Date', 'Opponent', 'Result', 'Golden Bears points', 'Opponents', 'Record']"
What was the least amount of points scored by the Golden Bears when the opponent scored 15 points?,select MIN(Golden Bears points) where Opponents eq 15 ,"['Game', 'Date', 'Opponent', 'Result', 'Golden Bears points', 'Opponents', 'Record']"
What is the total number of opponents played in game 4 against the bears?,select COUNT(Opponents) where Game eq 4 ,"['Game', 'Date', 'Opponent', 'Result', 'Golden Bears points', 'Opponents', 'Record']"
What opponent played against the Golden Bears when they scored 3 points?,select Opponent where Golden Bears points eq 3 ,"['Game', 'Date', 'Opponent', 'Result', 'Golden Bears points', 'Opponents', 'Record']"
What is the Medal of Honor with the Army Distinguished Service Medal?,select Medal of Honor where Air Force Cross eq Army Distinguished Service Medal ,"['Medal of Honor', 'Coast Guard Cross', 'Navy Cross', 'Distinguished Service Cross', 'Air Force Cross', 'Homeland Security Distinguished Service Medal']"
What is the Medal of Honor with the Medal of Distinguished Service of the Army?,select Medal of Honor where Air Force Cross eq Army Distinguished Service Medal ,"['Medal of Honor', 'Coast Guard Cross', 'Navy Cross', 'Distinguished Service Cross', 'Air Force Cross', 'Homeland Security Distinguished Service Medal']"
WHat is the distinguished service medal of Homeland Security when the medal of honor is the Coast Guard Medal?,select Homeland Security Distinguished Service Medal where Medal of Honor eq Coast Guard Medal ,"['Medal of Honor', 'Coast Guard Cross', 'Navy Cross', 'Distinguished Service Cross', 'Air Force Cross', 'Homeland Security Distinguished Service Medal']"
WHat is the distinguished service medal of Homeland Security when the Medal of Honor is the Coast Guard Medal?,select Homeland Security Distinguished Service Medal where Medal of Honor eq Coast Guard Medal ,"['Medal of Honor', 'Coast Guard Cross', 'Navy Cross', 'Distinguished Service Cross', 'Air Force Cross', 'Homeland Security Distinguished Service Medal']"
WHat is the distinguished service medal of Homeland Security when the medal of honor is Coast Guard Medal?,select Homeland Security Distinguished Service Medal where Medal of Honor eq Coast Guard Medal ,"['Medal of Honor', 'Coast Guard Cross', 'Navy Cross', 'Distinguished Service Cross', 'Air Force Cross', 'Homeland Security Distinguished Service Medal']"
What is the distinguished service cross when the Navy Cross is the Coast Guard Commendation Medal?,select Distinguished Service Cross where Navy Cross eq Coast Guard Commendation Medal ,"['Medal of Honor', 'Coast Guard Cross', 'Navy Cross', 'Distinguished Service Cross', 'Air Force Cross', 'Homeland Security Distinguished Service Medal']"
What is the distinguished service cross when the navy cross is the Coast Guard Commendation Medal?,select Distinguished Service Cross where Navy Cross eq Coast Guard Commendation Medal ,"['Medal of Honor', 'Coast Guard Cross', 'Navy Cross', 'Distinguished Service Cross', 'Air Force Cross', 'Homeland Security Distinguished Service Medal']"
What is the air force cross when you receive the aerial achievement medal?,select Air Force Cross where Homeland Security Distinguished Service Medal eq Aerial Achievement Medal ,"['Medal of Honor', 'Coast Guard Cross', 'Navy Cross', 'Distinguished Service Cross', 'Air Force Cross', 'Homeland Security Distinguished Service Medal']"
What is the Air Force Cross when you receive the Aerial Achievement Medal?,select Air Force Cross where Homeland Security Distinguished Service Medal eq Aerial Achievement Medal ,"['Medal of Honor', 'Coast Guard Cross', 'Navy Cross', 'Distinguished Service Cross', 'Air Force Cross', 'Homeland Security Distinguished Service Medal']"
What is the coast guard cross when you receive the Navy distinguished service medal?,select Coast Guard Cross where Distinguished Service Cross eq Navy Distinguished Service Medal ,"['Medal of Honor', 'Coast Guard Cross', 'Navy Cross', 'Distinguished Service Cross', 'Air Force Cross', 'Homeland Security Distinguished Service Medal']"
What is the coast guard cross when you receive the distinguished service medal of the navy?,select Coast Guard Cross where Distinguished Service Cross eq Navy Distinguished Service Medal ,"['Medal of Honor', 'Coast Guard Cross', 'Navy Cross', 'Distinguished Service Cross', 'Air Force Cross', 'Homeland Security Distinguished Service Medal']"
How many figures are given for Walker's percentage in Kenosha County?,select COUNT(Walker %) where County eq Kenosha ,"['County', 'Won by', 'Walker %', 'Walker votes', 'Barrett %', 'Barrett votes']"
What percentage did Walker win in Calumet County?,select Walker % where County eq Calumet ,"['County', 'Won by', 'Walker %', 'Walker votes', 'Barrett %', 'Barrett votes']"
How many total figures are given for Milwaukee County?,select COUNT(Won by) where County eq Milwaukee ,"['County', 'Won by', 'Walker %', 'Walker votes', 'Barrett %', 'Barrett votes']"
How many total numbers are given for Milwaukee County?,select COUNT(Won by) where County eq Milwaukee ,"['County', 'Won by', 'Walker %', 'Walker votes', 'Barrett %', 'Barrett votes']"
Was they did in the game when their record was 3-2-1?,select Result where Record eq 3-2-1 ,"['Game', 'Date', 'Opponent', 'Result', 'Wildcats points', 'Opponents', 'Record']"
Was they did against Villanova?,select Result where Opponent eq Villanova ,"['Game', 'Date', 'Opponent', 'Result', 'Wildcats points', 'Opponents', 'Record']"
What they did against Memphis?,select Result where Opponent eq Memphis ,"['Game', 'Date', 'Opponent', 'Result', 'Wildcats points', 'Opponents', 'Record']"
How many games did they play when their record was 0-2-0?,select COUNT(Date) where Record eq 0-2-0 ,"['Game', 'Date', 'Opponent', 'Result', 'Wildcats points', 'Opponents', 'Record']"
How many games did they play when their record was 0 - 2?,select COUNT(Date) where Record eq 0-2-0 ,"['Game', 'Date', 'Opponent', 'Result', 'Wildcats points', 'Opponents', 'Record']"
When was the episode seen by 2.267 million people aired?,select AU Air Date where Viewers (m) eq 2.267 ,"['#', 'Episode', 'AU Air Date', 'Timeslot', 'Viewers (m)', 'Nightly Rank (#)', 'Weekly Rank (#)']"
When did the episode seen by 2.267 million people get aired?,select AU Air Date where Viewers (m) eq 2.267 ,"['#', 'Episode', 'AU Air Date', 'Timeslot', 'Viewers (m)', 'Nightly Rank (#)', 'Weekly Rank (#)']"
Name the episode for the run time in 24:44,select Episode where Run time eq 24:44 ,"['Episode', 'Broadcast date', 'Run time', 'Viewers (in millions)', 'Archive']"
Name the episode in 24:44 for run time,select Episode where Run time eq 24:44 ,"['Episode', 'Broadcast date', 'Run time', 'Viewers (in millions)', 'Archive']"
Name the total episode for the runtime of 24:11,select COUNT(Episode) where Run time eq 24:11 ,"['Episode', 'Broadcast date', 'Run time', 'Viewers (in millions)', 'Archive']"
Name the total episode for the run time of 24:11,select COUNT(Episode) where Run time eq 24:11 ,"['Episode', 'Broadcast date', 'Run time', 'Viewers (in millions)', 'Archive']"
Who did the team play against when a record of 3-1 #16 was achieved?,"select Opponent where Record eq 3-1, #16 ","['Game', 'Date', 'Opponent', 'Result', 'Wildcats points', 'Opponents', 'Record']"
Was the result of the game against Mississippi State?,select Result where Opponent eq Mississippi State ,"['Game', 'Date', 'Opponent', 'Result', 'Wildcats points', 'Opponents', 'Record']"
Who did the team play against in the game that resulted in a loss?,select Opponent where Result eq Loss ,"['Game', 'Date', 'Opponent', 'Result', 'Wildcats points', 'Opponents', 'Record']"
Who played the team against in the game that resulted in a loss?,select Opponent where Result eq Loss ,"['Game', 'Date', 'Opponent', 'Result', 'Wildcats points', 'Opponents', 'Record']"
What game played the Bruins Santa Clara?,select Game where Opponent eq Santa Clara ,"['Game', 'Date', 'Opponent', 'Result', 'Bruins points', 'Opponents', 'Record']"
How many times Santa Clara was played?,select Opponents where Opponent eq Santa Clara ,"['Game', 'Date', 'Opponent', 'Result', 'Bruins points', 'Opponents', 'Record']"
"The Bruins scored 26 in the game, what was the result?",select Result where Opponents eq 26 ,"['Game', 'Date', 'Opponent', 'Result', 'Bruins points', 'Opponents', 'Record']"
"The game the Bruins scored 26, what was the result?",select Result where Opponents eq 26 ,"['Game', 'Date', 'Opponent', 'Result', 'Bruins points', 'Opponents', 'Record']"
What was the result of the game the Bruins scored 26?,select Result where Opponents eq 26 ,"['Game', 'Date', 'Opponent', 'Result', 'Bruins points', 'Opponents', 'Record']"
What was the record for Game 9?,select Record where Game eq 9 ,"['Game', 'Date', 'Opponent', 'Result', 'Bruins points', 'Opponents', 'Record']"
Who were the opponents of the Wildcats in Game 4?,select Opponent where Game eq 4 ,"['Game', 'Date', 'Opponent', 'Result', 'Wildcats points', 'Opponents', 'Record']"
Who were the opponents of the Wildcats for game 8 of the season?,select Opponent where Game eq 8 ,"['Game', 'Date', 'Opponent', 'Result', 'Wildcats points', 'Opponents', 'Record']"
Who were the opponents of the Wildcats for Game 8 of the season?,select Opponent where Game eq 8 ,"['Game', 'Date', 'Opponent', 'Result', 'Wildcats points', 'Opponents', 'Record']"
What was the record of the Wildcats after playing in Florida?,select Record where Opponent eq Florida ,"['Game', 'Date', 'Opponent', 'Result', 'Wildcats points', 'Opponents', 'Record']"
How many times did the Wildcats play a game 11 regardless of the points scored?,select COUNT(Wildcats points) where Game eq 11 ,"['Game', 'Date', 'Opponent', 'Result', 'Wildcats points', 'Opponents', 'Record']"
Name the number of black knights points for the 3 game,select COUNT(Black Knights points) where Game eq 3 ,"['Game', 'Date', 'Opponent', 'Result', 'Black Knights points', 'Opponents', 'Record']"
Name the number of black knights points for 3 game.,select COUNT(Black Knights points) where Game eq 3 ,"['Game', 'Date', 'Opponent', 'Result', 'Black Knights points', 'Opponents', 'Record']"
Name the opponents for Game 5,select Opponents where Game eq 5 ,"['Game', 'Date', 'Opponent', 'Result', 'Black Knights points', 'Opponents', 'Record']"
Name the opponents for the game 5,select Opponents where Game eq 5 ,"['Game', 'Date', 'Opponent', 'Result', 'Black Knights points', 'Opponents', 'Record']"
Name the result for 19 Black Knights points,select Result where Black Knights points eq 19 ,"['Game', 'Date', 'Opponent', 'Result', 'Black Knights points', 'Opponents', 'Record']"
Name the result for 19 black knight points,select Result where Black Knights points eq 19 ,"['Game', 'Date', 'Opponent', 'Result', 'Black Knights points', 'Opponents', 'Record']"
Name the opponent for Black Knights points 27,select Opponent where Black Knights points eq 27 ,"['Game', 'Date', 'Opponent', 'Result', 'Black Knights points', 'Opponents', 'Record']"
Name the opponent for black knight points 27,select Opponent where Black Knights points eq 27 ,"['Game', 'Date', 'Opponent', 'Result', 'Black Knights points', 'Opponents', 'Record']"
Name the date for the game 8,select Date where Game eq 8 ,"['Game', 'Date', 'Opponent', 'Result', 'Black Knights points', 'Opponents', 'Record']"
Name the date for the game 8.,select Date where Game eq 8 ,"['Game', 'Date', 'Opponent', 'Result', 'Black Knights points', 'Opponents', 'Record']"
Name the date for the 1-0 record,select COUNT(Date) where Record eq 1-0 ,"['Game', 'Date', 'Opponent', 'Result', 'Black Knights points', 'Opponents', 'Record']"
Name the date of the record for 1-0,select COUNT(Date) where Record eq 1-0 ,"['Game', 'Date', 'Opponent', 'Result', 'Black Knights points', 'Opponents', 'Record']"
Name the date for the record 1-0.,select COUNT(Date) where Record eq 1-0 ,"['Game', 'Date', 'Opponent', 'Result', 'Black Knights points', 'Opponents', 'Record']"
Name the game for the record 1-0,select Game where Record eq 1-0 ,"['Game', 'Date', 'Opponent', 'Result', 'Black Knights points', 'Opponents', 'Record']"
Name the game for record 1-0.,select Game where Record eq 1-0 ,"['Game', 'Date', 'Opponent', 'Result', 'Black Knights points', 'Opponents', 'Record']"
Name the most game.,select MAX(Game) where ,"['Game', 'Date', 'Opponent', 'Result', 'Black Knights points', 'Opponents', 'Record']"
Name the most popular game,select MAX(Game) where ,"['Game', 'Date', 'Opponent', 'Result', 'Black Knights points', 'Opponents', 'Record']"
How many games have a 3-4-0 record?,select MAX(Game) where Record eq 3-4-0 ,"['Game', 'Date', 'Opponent', 'Result', 'Black Knights points', 'Opponents', 'Record']"
How many dates have Boston College as the opponent?,select COUNT(Date) where Opponent eq Boston College ,"['Game', 'Date', 'Opponent', 'Result', 'Black Knights points', 'Opponents', 'Record']"
How many games have Air Force as opponent?,select MAX(Game) where Opponent eq Air Force ,"['Game', 'Date', 'Opponent', 'Result', 'Black Knights points', 'Opponents', 'Record']"
How many records have Black Knights points as 17?,select COUNT(Record) where Black Knights points eq 17 ,"['Game', 'Date', 'Opponent', 'Result', 'Black Knights points', 'Opponents', 'Record']"
Which opponent has a 6-2 record?,select Opponent where Record eq 6-2 ,"['Game', 'Date', 'Opponent', 'Result', 'Orangemen points', 'Opponents', 'Record']"
How many results has a game of 5?,select COUNT(Result) where Game eq 5 ,"['Game', 'Date', 'Opponent', 'Result', 'Orangemen points', 'Opponents', 'Record']"
What is the running time for the episode with 7.9 million viewers?,select Run time where Viewers (in millions) eq 7.9 ,"['Episode', 'Broadcast date', 'Run time', 'Viewers (in millions)', 'Archive']"
Which episode had a run time of 23:38?,select Episode where Run time eq 23:38 ,"['Episode', 'Broadcast date', 'Run time', 'Viewers (in millions)', 'Archive']"
How many million viewers watched the episode with a running time of 25:22?,select Viewers (in millions) where Run time eq 25:22 ,"['Episode', 'Broadcast date', 'Run time', 'Viewers (in millions)', 'Archive']"
Name the date for the result loss for duke,select Date where Result eq Loss and Opponent eq Duke ,"['Game', 'Date', 'Opponent', 'Result', 'Black Knights points', 'Opponents', 'Record']"
Name the date for the result loss for Duke,select Date where Result eq Loss and Opponent eq Duke ,"['Game', 'Date', 'Opponent', 'Result', 'Black Knights points', 'Opponents', 'Record']"
Name the opponents for the record of 2-1,select Opponents where Record eq 2-1 ,"['Game', 'Date', 'Opponent', 'Result', 'Black Knights points', 'Opponents', 'Record']"
Name the opponents for 2-1 record,select Opponents where Record eq 2-1 ,"['Game', 'Date', 'Opponent', 'Result', 'Black Knights points', 'Opponents', 'Record']"
Name the record for Black Knights points 54,select Record where Black Knights points eq 54 ,"['Game', 'Date', 'Opponent', 'Result', 'Black Knights points', 'Opponents', 'Record']"
Name the record for black knight points 54,select Record where Black Knights points eq 54 ,"['Game', 'Date', 'Opponent', 'Result', 'Black Knights points', 'Opponents', 'Record']"
Name the opponents stanford.,select Opponents where Opponent eq Stanford ,"['Game', 'Date', 'Opponent', 'Result', 'Black Knights points', 'Opponents', 'Record']"
Name the opponent stanford,select Opponents where Opponent eq Stanford ,"['Game', 'Date', 'Opponent', 'Result', 'Black Knights points', 'Opponents', 'Record']"
Name the result for Ursinus College,select Result where Opponent eq Ursinus College ,"['Game', 'Date', 'Opponent', 'Result', 'Black Knights points', 'Opponents', 'Record']"
Name the result for the ursinus college,select Result where Opponent eq Ursinus College ,"['Game', 'Date', 'Opponent', 'Result', 'Black Knights points', 'Opponents', 'Record']"
Name the Black Knights points for loss result,select MAX(Black Knights points) where Result eq Loss ,"['Game', 'Date', 'Opponent', 'Result', 'Black Knights points', 'Opponents', 'Record']"
Name the black knights points for the loss result,select MAX(Black Knights points) where Result eq Loss ,"['Game', 'Date', 'Opponent', 'Result', 'Black Knights points', 'Opponents', 'Record']"
Name the date for the 6-2 record,select Date where Record eq 6-2 ,"['Game', 'Date', 'Opponent', 'Result', 'Black Knights points', 'Opponents', 'Record']"
Name the date for the record 6-2,select Date where Record eq 6-2 ,"['Game', 'Date', 'Opponent', 'Result', 'Black Knights points', 'Opponents', 'Record']"
Name the opponents for the record being 2-0,select MAX(Opponents) where Record eq 2-0 ,"['Game', 'Date', 'Opponent', 'Result', 'Black Knights points', 'Opponents', 'Record']"
Name the opponents for record being 2-0.,select MAX(Opponents) where Record eq 2-0 ,"['Game', 'Date', 'Opponent', 'Result', 'Black Knights points', 'Opponents', 'Record']"
How many man innings were there during the period with a career average of 41.43?,select Innings where Average eq 41.43 ,"['Rank', 'Average', 'Player', 'Runs', 'Innings', 'Not Out', 'Period']"
How many innings were there during the period with a career average of 41.43?,select Innings where Average eq 41.43 ,"['Rank', 'Average', 'Player', 'Runs', 'Innings', 'Not Out', 'Period']"
During which period did Ricky Ponting play?,select Period where Player eq Ricky Ponting ,"['Rank', 'Average', 'Player', 'Runs', 'Innings', 'Not Out', 'Period']"
During what period played Ricky Ponting?,select Period where Player eq Ricky Ponting ,"['Rank', 'Average', 'Player', 'Runs', 'Innings', 'Not Out', 'Period']"
During what period was the average career 44.10?,select Period where Average eq 44.10 ,"['Rank', 'Average', 'Player', 'Runs', 'Innings', 'Not Out', 'Period']"
What was the smallest rank for Michael Bevan?,select MIN(Rank) where Player eq Michael Bevan ,"['Rank', 'Average', 'Player', 'Runs', 'Innings', 'Not Out', 'Period']"
What period was a career average of 48.15?,select Period where Average eq 48.15 ,"['Rank', 'Average', 'Player', 'Runs', 'Innings', 'Not Out', 'Period']"
What is the commodity when the value (int $1000) is 409566?,select Commodity where Value (Int $1000) eq 409566 ,"['Rank', 'Commodity', 'Value (Int $1000)', 'Production (MT)', 'Quantity world rank', 'Value world rank']"
"When the value (int $1000) is 409566, what is the commodity?",select Commodity where Value (Int $1000) eq 409566 ,"['Rank', 'Commodity', 'Value (Int $1000)', 'Production (MT)', 'Quantity world rank', 'Value world rank']"
What is the value when the value rank is 23?,select MIN(Value (Int $1000)) where Value world rank eq 23 ,"['Rank', 'Commodity', 'Value (Int $1000)', 'Production (MT)', 'Quantity world rank', 'Value world rank']"
What is the value when the value is 23?,select MIN(Value (Int $1000)) where Value world rank eq 23 ,"['Rank', 'Commodity', 'Value (Int $1000)', 'Production (MT)', 'Quantity world rank', 'Value world rank']"
What is the rank when the value of the world rank is 7?,select Rank where Value world rank eq 7 ,"['Rank', 'Commodity', 'Value (Int $1000)', 'Production (MT)', 'Quantity world rank', 'Value world rank']"
What is the rank when the world rank value is 7?,select Rank where Value world rank eq 7 ,"['Rank', 'Commodity', 'Value (Int $1000)', 'Production (MT)', 'Quantity world rank', 'Value world rank']"
What is the total rank when the production (mt) is 650000?,select COUNT(Rank) where Production (MT) eq 650000 ,"['Rank', 'Commodity', 'Value (Int $1000)', 'Production (MT)', 'Quantity world rank', 'Value world rank']"
"When the production (mt) is 650000, what is the total rank number?",select COUNT(Rank) where Production (MT) eq 650000 ,"['Rank', 'Commodity', 'Value (Int $1000)', 'Production (MT)', 'Quantity world rank', 'Value world rank']"
"When the production (mt) is 650000, what is the total number of ranks?",select COUNT(Rank) where Production (MT) eq 650000 ,"['Rank', 'Commodity', 'Value (Int $1000)', 'Production (MT)', 'Quantity world rank', 'Value world rank']"
"When the production (mt) is 446424, what is the value of the world rank?",select Value world rank where Production (MT) eq 446424 ,"['Rank', 'Commodity', 'Value (Int $1000)', 'Production (MT)', 'Quantity world rank', 'Value world rank']"
"When the production (mt) is 446424, what is the value world rank?",select Value world rank where Production (MT) eq 446424 ,"['Rank', 'Commodity', 'Value (Int $1000)', 'Production (MT)', 'Quantity world rank', 'Value world rank']"
"When the production (mt) is 446424, what is the world rank value?",select Value world rank where Production (MT) eq 446424 ,"['Rank', 'Commodity', 'Value (Int $1000)', 'Production (MT)', 'Quantity world rank', 'Value world rank']"
Where the value world rank is 12 what is the quantity world rank?,select Quantity world rank where Value world rank eq 12 ,"['Rank', 'Commodity', 'Value (Int $1000)', 'Production (MT)', 'Quantity world rank', 'Value world rank']"
"Where value world rank is 12, what is the quantity world rank?",select Quantity world rank where Value world rank eq 12 ,"['Rank', 'Commodity', 'Value (Int $1000)', 'Production (MT)', 'Quantity world rank', 'Value world rank']"
What is Tim Paine's rank?,select Rank where Player eq Tim Paine ,"['Rank', 'Dismissals', 'Player', 'Matches', 'Caught', 'Stumped']"
What rank has Rodney Marsh?,select MAX(Rank) where Player eq Rodney Marsh ,"['Rank', 'Dismissals', 'Player', 'Matches', 'Caught', 'Stumped']"
Name the 1st place for limoges csp.,select 1st Place where 3rd Place eq Limoges CSP ,"['Season', '1st Place', '2nd Place', '3rd Place', '4th Place']"
Name the 1st place for the limoges csp,select 1st Place where 3rd Place eq Limoges CSP ,"['Season', '1st Place', '2nd Place', '3rd Place', '4th Place']"
What is the rank for a strike rate of 91.67,select MAX(Rank) where Strike rate eq 91.67 ,"['Rank', 'Strike rate', 'Player', 'Innings', 'Balls Faced', 'Runs', 'Period']"
Which player has 477 runs?,select Player where Runs eq 477 ,"['Rank', 'Strike rate', 'Player', 'Innings', 'Balls Faced', 'Runs', 'Period']"
How many innings has rank 3?,select MAX(Innings) where Rank eq 3 ,"['Rank', 'Strike rate', 'Player', 'Innings', 'Balls Faced', 'Runs', 'Period']"
What were the goals for the season that the pct % was 0.604?,select MAX(Goals For) where Pct % eq 0.604 ,"['Season', 'Games', 'Won', 'Lost', 'Tied', 'Points', 'Pct %', 'Goals For', 'Goals Against', 'Standing']"
What were the goals for the season that pct % was 0.604?,select MAX(Goals For) where Pct % eq 0.604 ,"['Season', 'Games', 'Won', 'Lost', 'Tied', 'Points', 'Pct %', 'Goals For', 'Goals Against', 'Standing']"
In what season was the pct % 0.552?,select Season where Pct % eq 0.552 ,"['Season', 'Games', 'Won', 'Lost', 'Tied', 'Points', 'Pct %', 'Goals For', 'Goals Against', 'Standing']"
In what season was pct % 0.552?,select Season where Pct % eq 0.552 ,"['Season', 'Games', 'Won', 'Lost', 'Tied', 'Points', 'Pct %', 'Goals For', 'Goals Against', 'Standing']"
What was the standing in the season that the pct% was 0.769?,select Standing where Pct % eq 0.769 ,"['Season', 'Games', 'Won', 'Lost', 'Tied', 'Points', 'Pct %', 'Goals For', 'Goals Against', 'Standing']"
What was the standing in the season that pct% was 0.769?,select Standing where Pct % eq 0.769 ,"['Season', 'Games', 'Won', 'Lost', 'Tied', 'Points', 'Pct %', 'Goals For', 'Goals Against', 'Standing']"
What were the points in the season 1958-59?,select Points where Season eq 1958-59 ,"['Season', 'Games', 'Won', 'Lost', 'Tied', 'Points', 'Pct %', 'Goals For', 'Goals Against', 'Standing']"
What were the points in the 1958-59 season?,select Points where Season eq 1958-59 ,"['Season', 'Games', 'Won', 'Lost', 'Tied', 'Points', 'Pct %', 'Goals For', 'Goals Against', 'Standing']"
Who were Dürr's opponents in the 1968 final?,select Opponents in the final where Year eq 1968 ,"['Outcome', 'Year', 'Championship', 'Surface', 'Partner', 'Opponents in the final', 'Score in the final']"
Who were Dürr's opponents in 1968 in the final?,select Opponents in the final where Year eq 1968 ,"['Outcome', 'Year', 'Championship', 'Surface', 'Partner', 'Opponents in the final', 'Score in the final']"
What was the court surface on 1971?,select Surface where Year eq 1971 ,"['Outcome', 'Year', 'Championship', 'Surface', 'Partner', 'Opponents in the final', 'Score in the final']"
What was the court surface in 1971?,select Surface where Year eq 1971 ,"['Outcome', 'Year', 'Championship', 'Surface', 'Partner', 'Opponents in the final', 'Score in the final']"
Name the top 10s for 2 best finishes,select MAX(Top 10s) where Best finish eq 2 ,"['Year', 'Tournaments played', 'Cuts made*', 'Wins', '2nd', '3rd', 'Top 10s', 'Best finish', 'Earnings ( $ )', 'Money list rank', 'Scoring average', 'Scoring rank']"
Name the most top 10s for 2 best finish,select MAX(Top 10s) where Best finish eq 2 ,"['Year', 'Tournaments played', 'Cuts made*', 'Wins', '2nd', '3rd', 'Top 10s', 'Best finish', 'Earnings ( $ )', 'Money list rank', 'Scoring average', 'Scoring rank']"
Name the most top 10s for 2 best finishes,select MAX(Top 10s) where Best finish eq 2 ,"['Year', 'Tournaments played', 'Cuts made*', 'Wins', '2nd', '3rd', 'Top 10s', 'Best finish', 'Earnings ( $ )', 'Money list rank', 'Scoring average', 'Scoring rank']"
Name the tournaments played for 2004.,select MIN(Tournaments played) where Year eq 2004 ,"['Year', 'Tournaments played', 'Cuts made*', 'Wins', '2nd', '3rd', 'Top 10s', 'Best finish', 'Earnings ( $ )', 'Money list rank', 'Scoring average', 'Scoring rank']"
Name the 2004 tournaments played,select MIN(Tournaments played) where Year eq 2004 ,"['Year', 'Tournaments played', 'Cuts made*', 'Wins', '2nd', '3rd', 'Top 10s', 'Best finish', 'Earnings ( $ )', 'Money list rank', 'Scoring average', 'Scoring rank']"
How many submissions of the night occurred when the fighter was matt wiman?,select MAX(Submissions of the Night) where Fighter eq Matt Wiman ,"['Fighter', 'Fights of the Night', 'Knockouts of the Night', 'Submissions of the Night', 'Awards Total', 'Status']"
How many submissions of the night occurred when the fighter matt wiman was?,select MAX(Submissions of the Night) where Fighter eq Matt Wiman ,"['Fighter', 'Fights of the Night', 'Knockouts of the Night', 'Submissions of the Night', 'Awards Total', 'Status']"
How many knockouts of the night occurred when joe lauzon fought.,select Knockouts of the Night where Fighter eq Joe Lauzon ,"['Fighter', 'Fights of the Night', 'Knockouts of the Night', 'Submissions of the Night', 'Awards Total', 'Status']"
How many knockouts of the night occurred when joe lauzon fought?,select Knockouts of the Night where Fighter eq Joe Lauzon ,"['Fighter', 'Fights of the Night', 'Knockouts of the Night', 'Submissions of the Night', 'Awards Total', 'Status']"
