paraquestion,SQL,Header
Killeen rate of 511.6 and a Texas rate smaller than 314.4 is the lowest reported offenses?,select MIN(Reported Offenses) where Killeen Rate eq 511.6 and Texas Rate gt 314.4 ,"['Crime', 'Reported Offenses', 'Killeen Rate', 'Texas Rate', 'U.S. Rate']"
Killeen rate of 511.6 and a Texas rate of 314.4 is the lowest reported offenses?,select MIN(Reported Offenses) where Killeen Rate eq 511.6 and Texas Rate gt 314.4 ,"['Crime', 'Reported Offenses', 'Killeen Rate', 'Texas Rate', 'U.S. Rate']"
Tell me the type for the category of mouse and the attribute of ondblclick,select Type where Category eq mouse and Attribute eq ondblclick ,"['Category', 'Type', 'Attribute', 'Bubbles', 'Cancelable']"
Tell me the type for category of mouse and the attribute of ondblclick,select Type where Category eq mouse and Attribute eq ondblclick ,"['Category', 'Type', 'Attribute', 'Bubbles', 'Cancelable']"
Name the type with cancelable of no and attribute of ondragend.,select Type where Cancelable eq no and Attribute eq ondragend ,"['Category', 'Type', 'Attribute', 'Bubbles', 'Cancelable']"
Name type with cancelable of no and attribute of ondragend,select Type where Cancelable eq no and Attribute eq ondragend ,"['Category', 'Type', 'Attribute', 'Bubbles', 'Cancelable']"
Name the cancelable for onmouseover.,select Cancelable where Attribute eq onmouseover ,"['Category', 'Type', 'Attribute', 'Bubbles', 'Cancelable']"
Name the cancelable for Onmouseover,select Cancelable where Attribute eq onmouseover ,"['Category', 'Type', 'Attribute', 'Bubbles', 'Cancelable']"
Name the bubbles for the onscroll,select Bubbles where Attribute eq onscroll ,"['Category', 'Type', 'Attribute', 'Bubbles', 'Cancelable']"
Name the bubbles for onscroll.,select Bubbles where Attribute eq onscroll ,"['Category', 'Type', 'Attribute', 'Bubbles', 'Cancelable']"
Name the attribute for the mutation and domcharacterdatamodified,select Attribute where Category eq mutation and Type eq domcharacterdatamodified ,"['Category', 'Type', 'Attribute', 'Bubbles', 'Cancelable']"
Name the attribute for mutation and domcharacterdatamodified.,select Attribute where Category eq mutation and Type eq domcharacterdatamodified ,"['Category', 'Type', 'Attribute', 'Bubbles', 'Cancelable']"
Who had high rebounds on 1 May?,select High rebounds where Date eq may 1 ,"['Game', 'Date', 'Team', 'Score', 'High points', 'High rebounds', 'High assists', 'Location Attendance', 'Series']"
What location attendance had a score of 92–116?,select Location Attendance where Score eq l 92–116 ,"['Game', 'Date', 'Team', 'Score', 'High points', 'High rebounds', 'High assists', 'Location Attendance', 'Series']"
Which name has a distance of 117.5 for 1st?,select Name where 1st (m) eq 117.5 ,"['Rank', 'Name', 'Nationality', '1st (m)', '2nd (m)', 'Points', 'Overall NT points', 'Overall WC points (Rank)']"
What is the distance for Tom Hilde for 2nd if the 1st distance is more than 117.5?,select 2nd (m) where 1st (m) lt 117.5 and Name eq tom hilde ,"['Rank', 'Name', 'Nationality', '1st (m)', '2nd (m)', 'Points', 'Overall NT points', 'Overall WC points (Rank)']"
What are the most points for Thomas Morgenstern with a distance less than 123.5 in 2nd and a rank over 4?,select MAX(Points) where 2nd (m) gt 123.5 and Name eq thomas morgenstern and Rank lt 4 ,"['Rank', 'Name', 'Nationality', '1st (m)', '2nd (m)', 'Points', 'Overall NT points', 'Overall WC points (Rank)']"
What are the most points for Thomas Morgenstern with a distance of less than 123.5 in 2nd and a rank over 4?,select MAX(Points) where 2nd (m) gt 123.5 and Name eq thomas morgenstern and Rank lt 4 ,"['Rank', 'Name', 'Nationality', '1st (m)', '2nd (m)', 'Points', 'Overall NT points', 'Overall WC points (Rank)']"
What is the sum of distances in 2nd for ranks higher than 4 and distance for 1st less than 111.5?,select SUM(2nd (m)) where Rank lt 4 and 1st (m) gt 111.5 ,"['Rank', 'Name', 'Nationality', '1st (m)', '2nd (m)', 'Points', 'Overall NT points', 'Overall WC points (Rank)']"
Who had more than 247.1 points and less than 125 meters distance for 1st?,select Name where Points lt 247.1 and 1st (m) gt 125 ,"['Rank', 'Name', 'Nationality', '1st (m)', '2nd (m)', 'Points', 'Overall NT points', 'Overall WC points (Rank)']"
Who had more than 247.1 points and less than 125 meters of distance for 1st?,select Name where Points lt 247.1 and 1st (m) gt 125 ,"['Rank', 'Name', 'Nationality', '1st (m)', '2nd (m)', 'Points', 'Overall NT points', 'Overall WC points (Rank)']"
What is the gold medal count that has a silver medal count of less than 0?,select MAX(Gold) where Silver gt 0 ,"['Rank', 'Nation', 'Gold', 'Silver', 'Bronze', 'Total']"
What is the average number of students in schools with a pupil to teacher ratio of 25.1?,select AVG(Students) where Pupil/Teacher Ratio eq 25.1 ,"['School Name', 'City', 'Students', 'FTE Teachers', 'Pupil/Teacher Ratio']"
What is the lowest pupil to teacher ratio for Saratoga schools with fewer than 1213 students?,select MIN(Pupil/Teacher Ratio) where City eq saratoga and Students gt 1213 ,"['School Name', 'City', 'Students', 'FTE Teachers', 'Pupil/Teacher Ratio']"
What is the lowest pupil to teacher ratio for Saratoga schools with less than 1213 students?,select MIN(Pupil/Teacher Ratio) where City eq saratoga and Students gt 1213 ,"['School Name', 'City', 'Students', 'FTE Teachers', 'Pupil/Teacher Ratio']"
What is the highest number of students for Campbell schools with pupil to teacher ratios over 25?,select MAX(Students) where City eq campbell and Pupil/Teacher Ratio lt 25 ,"['School Name', 'City', 'Students', 'FTE Teachers', 'Pupil/Teacher Ratio']"
Name the highest rank for wins outdoor larger than 1 and wins indoor less than 0,select MAX(Rank) where Wins (Outdoor) lt 1 and Wins (Indoor) gt 0 ,"['Rank', 'Country', 'Wins (Outdoor)', 'Wins (Indoor)', 'Wins (Total)']"
Name the highest ranking for wins outdoor larger than 1 and wins indoor less than 0,select MAX(Rank) where Wins (Outdoor) lt 1 and Wins (Indoor) gt 0 ,"['Rank', 'Country', 'Wins (Outdoor)', 'Wins (Indoor)', 'Wins (Total)']"
Name the highest rank for wins outdoors larger than 1 and wins indoor less than 0,select MAX(Rank) where Wins (Outdoor) lt 1 and Wins (Indoor) gt 0 ,"['Rank', 'Country', 'Wins (Outdoor)', 'Wins (Indoor)', 'Wins (Total)']"
Name the highest rank for uk and wins more than 5,select MAX(Rank) where Country eq uk and Wins (Indoor) lt 5 ,"['Rank', 'Country', 'Wins (Outdoor)', 'Wins (Indoor)', 'Wins (Total)']"
Name the highest rank for UK and wins more than 5,select MAX(Rank) where Country eq uk and Wins (Indoor) lt 5 ,"['Rank', 'Country', 'Wins (Outdoor)', 'Wins (Indoor)', 'Wins (Total)']"
Name the highest rank for the UK and wins more than 5,select MAX(Rank) where Country eq uk and Wins (Indoor) lt 5 ,"['Rank', 'Country', 'Wins (Outdoor)', 'Wins (Indoor)', 'Wins (Total)']"
Name the average outdoor wins with rank more than 4 and wins less than 3 with outdoor wins more than 0,select AVG(Wins (Outdoor)) where Rank lt 4 and Wins (Total) gt 3 and Wins (Indoor) lt 0 ,"['Rank', 'Country', 'Wins (Outdoor)', 'Wins (Indoor)', 'Wins (Total)']"
Name the average wins outdoor with a rank more than 4 and wins less than 3 with outdoor wins more than 0,select AVG(Wins (Outdoor)) where Rank lt 4 and Wins (Total) gt 3 and Wins (Indoor) lt 0 ,"['Rank', 'Country', 'Wins (Outdoor)', 'Wins (Indoor)', 'Wins (Total)']"
Name the most wins total with wins indoor of 0 and wins outdoor of 1 with a rank less than 7,select MAX(Wins (Total)) where Wins (Indoor) eq 0 and Wins (Outdoor) eq 1 and Rank gt 7 ,"['Rank', 'Country', 'Wins (Outdoor)', 'Wins (Indoor)', 'Wins (Total)']"
Name the most wins total with wins indoor of 0 and outdoor of 1 with rank less than 7,select MAX(Wins (Total)) where Wins (Indoor) eq 0 and Wins (Outdoor) eq 1 and Rank gt 7 ,"['Rank', 'Country', 'Wins (Outdoor)', 'Wins (Indoor)', 'Wins (Total)']"
Was the frame size in 08/87?,select FRAMED SIZE where DATE COMPLETED eq 08/87 ,"['PRINT NAME', 'NICKNAME', 'NUMBER OF COLORS', 'FRAMED SIZE', 'DATE COMPLETED']"
Was the print name in 07/87?,select PRINT NAME where DATE COMPLETED eq 07/87 ,"['PRINT NAME', 'NICKNAME', 'NUMBER OF COLORS', 'FRAMED SIZE', 'DATE COMPLETED']"
What is the frame size that was nicknamed the Grand Central?,select FRAMED SIZE where NICKNAME eq grand central ,"['PRINT NAME', 'NICKNAME', 'NUMBER OF COLORS', 'FRAMED SIZE', 'DATE COMPLETED']"
When was completed the Little Tavern?,select DATE COMPLETED where NICKNAME eq little tavern ,"['PRINT NAME', 'NICKNAME', 'NUMBER OF COLORS', 'FRAMED SIZE', 'DATE COMPLETED']"
How much average has a team of San Lorenzo and a 1990-1991 smaller than 45?,select COUNT(Average) where Team eq san lorenzo and 1990-1991 gt 45 ,"['Team', 'Average', 'Points', 'Played', '1988-89', '1989-90', '1990-1991']"
How much average has a team of san lorenzo and a 1990-1991 smaller than 45?,select COUNT(Average) where Team eq san lorenzo and 1990-1991 gt 45 ,"['Team', 'Average', 'Points', 'Played', '1988-89', '1989-90', '1990-1991']"
"How much average has a team of San Lorenzo, and a 1990-1991 smaller than 45?",select COUNT(Average) where Team eq san lorenzo and 1990-1991 gt 45 ,"['Team', 'Average', 'Points', 'Played', '1988-89', '1989-90', '1990-1991']"
Which played is the lowest that has a 1989-90 of 39 and a team of gimnasia de la plata and points larger than 108?,select MIN(Played) where 1989-90 eq 39 and Team eq gimnasia de la plata and Points lt 108 ,"['Team', 'Average', 'Points', 'Played', '1988-89', '1989-90', '1990-1991']"
Which played is the lowest one that has a 1989-90 of 39 and a team of gimnasia de la plata and points larger than 108?,select MIN(Played) where 1989-90 eq 39 and Team eq gimnasia de la plata and Points lt 108 ,"['Team', 'Average', 'Points', 'Played', '1988-89', '1989-90', '1990-1991']"
"Which played is the lowest that has a 1989-90 of 39, and a team of gimnasia de la plata and points larger than 108?",select MIN(Played) where 1989-90 eq 39 and Team eq gimnasia de la plata and Points lt 108 ,"['Team', 'Average', 'Points', 'Played', '1988-89', '1989-90', '1990-1991']"
Which 1990-1991 is the average one that has played 38 points and 40 points?,select AVG(1990-1991) where Played eq 38 and Points eq 40 ,"['Team', 'Average', 'Points', 'Played', '1988-89', '1989-90', '1990-1991']"
Which 1990-1991 is the average that has played 38 points and 40 points?,select AVG(1990-1991) where Played eq 38 and Points eq 40 ,"['Team', 'Average', 'Points', 'Played', '1988-89', '1989-90', '1990-1991']"
Which 1990-1991 is the average one that has played 38 and points of 40?,select AVG(1990-1991) where Played eq 38 and Points eq 40 ,"['Team', 'Average', 'Points', 'Played', '1988-89', '1989-90', '1990-1991']"
Which college/junior/club team has a nationality of Canada and Jeff brown?,select College/Junior/Club Team (League) where Nationality eq canada and Player eq jeff brown ,"['Round', 'Player', 'Position', 'Nationality', 'College/Junior/Club Team (League)']"
Which college/junior/club team has a nationality of Canada and Jeff Brown?,select College/Junior/Club Team (League) where Nationality eq canada and Player eq jeff brown ,"['Round', 'Player', 'Position', 'Nationality', 'College/Junior/Club Team (League)']"
Which College/Junior/Club team has a nationality of Canada and Jeff brown?,select College/Junior/Club Team (League) where Nationality eq canada and Player eq jeff brown ,"['Round', 'Player', 'Position', 'Nationality', 'College/Junior/Club Team (League)']"
Which player has a Hc Cska Moscow (Russia)?,select Player where College/Junior/Club Team (League) eq hc cska moscow (russia) ,"['Round', 'Player', 'Position', 'Nationality', 'College/Junior/Club Team (League)']"
Which player has a Hc Cska Moscow (Russia) player?,select Player where College/Junior/Club Team (League) eq hc cska moscow (russia) ,"['Round', 'Player', 'Position', 'Nationality', 'College/Junior/Club Team (League)']"
What is the nationality of Daniel goneau?,select Nationality where Player eq daniel goneau ,"['Round', 'Player', 'Position', 'Nationality', 'College/Junior/Club Team (League)']"
What is the nationality of daniel goneau?,select Nationality where Player eq daniel goneau ,"['Round', 'Player', 'Position', 'Nationality', 'College/Junior/Club Team (League)']"
What points have 500cc as a class and nsr500 as a machine?,select Points where Class eq 500cc and Machine eq nsr500 ,"['Year', 'Class', 'Team', 'Machine', 'Points', 'Rank', 'Wins']"
How many years have 78 points for?,select COUNT(Year) where Points eq 78 ,"['Year', 'Class', 'Team', 'Machine', 'Points', 'Rank', 'Wins']"
How many years have 78 points?,select COUNT(Year) where Points eq 78 ,"['Year', 'Class', 'Team', 'Machine', 'Points', 'Rank', 'Wins']"
What class has nsr250 as the machine with points greater than 97?,select Class where Machine eq nsr250 and Points lt 97 ,"['Year', 'Class', 'Team', 'Machine', 'Points', 'Rank', 'Wins']"
What is the lowest year that has wins greater than 0?,select MIN(Year) where Wins lt 0 ,"['Year', 'Class', 'Team', 'Machine', 'Points', 'Rank', 'Wins']"
What is the lowest year that has won greater than 0?,select MIN(Year) where Wins lt 0 ,"['Year', 'Class', 'Team', 'Machine', 'Points', 'Rank', 'Wins']"
What are the highest points that have a year less than 1992 with wins less than 0?,select MAX(Points) where Year gt 1992 and Wins gt 0 ,"['Year', 'Class', 'Team', 'Machine', 'Points', 'Rank', 'Wins']"
What was the lowest attendance in a game against the St. Louis Cardinals?,select MIN(Attendance) where Opponent eq st. louis cardinals ,"['Week', 'Date', 'Opponent', 'Result', 'Record', 'Game Site', 'Attendance']"
What district is Milburn Parish in?,select District where Name eq milburn ,"['Name', 'Status', 'Population', 'District', 'Former local authority']"
What district is Milburn parish in?,select District where Name eq milburn ,"['Name', 'Status', 'Population', 'District', 'Former local authority']"
In what district is Milburn Parish?,select District where Name eq milburn ,"['Name', 'Status', 'Population', 'District', 'Former local authority']"
"What is the name of the parish that has a population larger than 2,156, a former local authority of Dalton in the furness urban district and a status of a civil parish?","select Name where Status eq civil parish and Population lt 2,156 and Former local authority eq dalton in furness urban district ","['Name', 'Status', 'Population', 'District', 'Former local authority']"
"What is the name of the parish with a population larger than 2,156, a former local authority of Dalton in the furness urban district and a status of a civil parish?","select Name where Status eq civil parish and Population lt 2,156 and Former local authority eq dalton in furness urban district ","['Name', 'Status', 'Population', 'District', 'Former local authority']"
"What is the name of the parish that has a population larger than 2,156, a former local authority of Dalton in the furness urban district and the status of a civil parish?","select Name where Status eq civil parish and Population lt 2,156 and Former local authority eq dalton in furness urban district ","['Name', 'Status', 'Population', 'District', 'Former local authority']"
What is the population of the Parish of Plumbland that had a former local authority of the Cockermouth Rural District?,select COUNT(Population) where Former local authority eq cockermouth rural district and Name eq plumbland ,"['Name', 'Status', 'Population', 'District', 'Former local authority']"
What is the population of the Parish of Plumbland that had a former local authority of Cockermouth Rural District?,select COUNT(Population) where Former local authority eq cockermouth rural district and Name eq plumbland ,"['Name', 'Status', 'Population', 'District', 'Former local authority']"
What is the population of Plumbland Parish that had a former local authority of Cockermouth Rural District?,select COUNT(Population) where Former local authority eq cockermouth rural district and Name eq plumbland ,"['Name', 'Status', 'Population', 'District', 'Former local authority']"
What is the district for the parish of Brough?,select District where Name eq brough ,"['Name', 'Status', 'Population', 'District', 'Former local authority']"
What is the district for the Parish of Brough?,select District where Name eq brough ,"['Name', 'Status', 'Population', 'District', 'Former local authority']"
"Who was the former local authority for the civil parish of Ennerdale and Kinniside in the copeland district with a population of less than 1,280?","select Former local authority where Status eq civil parish and District eq copeland and Population gt 1,280 and Name eq ennerdale and kinniside ","['Name', 'Status', 'Population', 'District', 'Former local authority']"
"Who was the former local authority for the civil parish of Ennerdale and Kinniside in the copeland district with less than 1,280 inhabitants?","select Former local authority where Status eq civil parish and District eq copeland and Population gt 1,280 and Name eq ennerdale and kinniside ","['Name', 'Status', 'Population', 'District', 'Former local authority']"
What year featured lola motorsport as an entry with over 0 points?,select AVG(Year) where Entrant eq lola motorsport and Points lt 0 ,"['Year', 'Entrant', 'Chassis', 'Engine', 'Points']"
When is the earliest year that there is a judd engine?,select MIN(Year) where Engine eq judd ,"['Year', 'Entrant', 'Chassis', 'Engine', 'Points']"
When is the earliest year that there is a Judd engine?,select MIN(Year) where Engine eq judd ,"['Year', 'Entrant', 'Chassis', 'Engine', 'Points']"
What chassis is used with a Cosworth engine in 1989?,select Chassis where Year eq 1989 and Engine eq cosworth ,"['Year', 'Entrant', 'Chassis', 'Engine', 'Points']"
What chassis is used in 1989 with a Cosworth engine?,select Chassis where Year eq 1989 and Engine eq cosworth ,"['Year', 'Entrant', 'Chassis', 'Engine', 'Points']"
Where was something built before 1858?,select Where Built where Year Built gt 1858 ,"['Name', 'Type', 'Year Built', 'Where Built', 'Initial Owners']"
Was built in 1857?,select Name where Year Built eq 1857 ,"['Name', 'Type', 'Year Built', 'Where Built', 'Initial Owners']"
Who were the first owners of Wasco in 1858?,select Initial Owners where Year Built eq 1858 and Name eq wasco ,"['Name', 'Type', 'Year Built', 'Where Built', 'Initial Owners']"
What was the type of boat built in Port Blakeley?,select Type where Where Built eq port blakeley ,"['Name', 'Type', 'Year Built', 'Where Built', 'Initial Owners']"
What is the date of the game at the Arrowhead Stadium?,select Date where Location eq arrowhead stadium ,"['Week', 'Date', 'Opponent', 'Location', 'Time ( ET )', 'Result', 'Record']"
Who is the opponent of the game after week 4 on Nov. 17?,select Opponent where Week lt 4 and Date eq sun. nov. 17 ,"['Week', 'Date', 'Opponent', 'Location', 'Time ( ET )', 'Result', 'Record']"
"What is the median family income with a household income of $25,583?","select Median family income where Median household income eq $25,583 ","['County', 'Per capita income', 'Median household income', 'Median family income', 'Population', 'Number of households']"
"What is the median household income of $51,914 per capita?","select Per capita income where Median household income eq $51,914 ","['County', 'Per capita income', 'Median household income', 'Median family income', 'Population', 'Number of households']"
"What is the median household income per capita of $51,914?","select Per capita income where Median household income eq $51,914 ","['County', 'Per capita income', 'Median household income', 'Median family income', 'Population', 'Number of households']"
What was the winning score when Steve Stricker was the runner-up?,select Winning score where Runner(s)-up eq steve stricker ,"['Date', 'Tournament', 'Winning score', 'Margin of victory', 'Runner(s)-up']"
What was the margin of victory when the winning score was 14 (63-67-73-67=270)?,select Margin of victory where Winning score eq −14 (63-67-73-67=270) ,"['Date', 'Tournament', 'Winning score', 'Margin of victory', 'Runner(s)-up']"
What was the margin of victory when the winning score was 14 (63-67-73-67 = 270)?,select Margin of victory where Winning score eq −14 (63-67-73-67=270) ,"['Date', 'Tournament', 'Winning score', 'Margin of victory', 'Runner(s)-up']"
Who was the runner-up when the margin of victory was 1 stroke on 30 January 2000?,"select Runner(s)-up where Margin of victory eq 1 stroke and Date eq jan 30, 2000 ","['Date', 'Tournament', 'Winning score', 'Margin of victory', 'Runner(s)-up']"
Who was the runner when the margin of victory was 1 stroke on 30 January 2000?,"select Runner(s)-up where Margin of victory eq 1 stroke and Date eq jan 30, 2000 ","['Date', 'Tournament', 'Winning score', 'Margin of victory', 'Runner(s)-up']"
"Who was the runner-up when the margin of victory was 1 stroke on jan 30, 2000?","select Runner(s)-up where Margin of victory eq 1 stroke and Date eq jan 30, 2000 ","['Date', 'Tournament', 'Winning score', 'Margin of victory', 'Runner(s)-up']"
What was the margin of victory when the winning score was 12 (66-67-64-71=268)?,select Margin of victory where Winning score eq −12 (66-67-64-71=268) ,"['Date', 'Tournament', 'Winning score', 'Margin of victory', 'Runner(s)-up']"
What was the margin of victory when the winning score was 12 (66-67-64-71 = 268)?,select Margin of victory where Winning score eq −12 (66-67-64-71=268) ,"['Date', 'Tournament', 'Winning score', 'Margin of victory', 'Runner(s)-up']"
What day was the margin of victory 1 stroke when the tournament was a colonial national invitation?,select Date where Margin of victory eq 1 stroke and Tournament eq colonial national invitation ,"['Date', 'Tournament', 'Winning score', 'Margin of victory', 'Runner(s)-up']"
What was the winning score for runner-up Greg Norman?,select Winning score where Runner(s)-up eq greg norman ,"['Date', 'Tournament', 'Winning score', 'Margin of victory', 'Runner(s)-up']"
What was the winning score for runner-up Greg Norman,select Winning score where Runner(s)-up eq greg norman ,"['Date', 'Tournament', 'Winning score', 'Margin of victory', 'Runner(s)-up']"
What was the winning score for the runner-up Greg Norman?,select Winning score where Runner(s)-up eq greg norman ,"['Date', 'Tournament', 'Winning score', 'Margin of victory', 'Runner(s)-up']"
Which builder has a pennant number of Q149?,select Builder where Pennant number eq q149 ,"['Name', 'Pennant number', 'Ordered', 'Builder', 'Commissioned']"
Which builder has a Pennant number of Q149?,select Builder where Pennant number eq q149 ,"['Name', 'Pennant number', 'Ordered', 'Builder', 'Commissioned']"
On what date was the ship commissioned with a Pennant number of Q144?,select Commissioned where Pennant number eq q144 ,"['Name', 'Pennant number', 'Ordered', 'Builder', 'Commissioned']"
On what date was commissioned the ship with a Pennant number of Q144?,select Commissioned where Pennant number eq q144 ,"['Name', 'Pennant number', 'Ordered', 'Builder', 'Commissioned']"
On what date was the ship commissioned with a pennant number of Q144?,select Commissioned where Pennant number eq q144 ,"['Name', 'Pennant number', 'Ordered', 'Builder', 'Commissioned']"
How many ships are named monge?,select COUNT(Ordered) where Name eq monge ,"['Name', 'Pennant number', 'Ordered', 'Builder', 'Commissioned']"
What launched Mariner 4 as the spacecraft?,select Launched where Spacecraft eq mariner 4 ,"['Spacecraft', 'Destination', 'Launched', 'Closest approach', 'Time elapsed']"
What launched Mariner 4 as spacecraft?,select Launched where Spacecraft eq mariner 4 ,"['Spacecraft', 'Destination', 'Launched', 'Closest approach', 'Time elapsed']"
"What was launched has 158 days (5 months, 8 days) as the time elapsed?","select Launched where Time elapsed eq 158 days (5 months, 8 days) ","['Spacecraft', 'Destination', 'Launched', 'Closest approach', 'Time elapsed']"
When was released the song by Andy Gibb?,select Issue Date(s) where Artist eq andy gibb ,"['Volume:Issue', 'Issue Date(s)', 'Weeks on Top', 'Song', 'Artist']"
When was the song by Andy Gibb released?,select Issue Date(s) where Artist eq andy gibb ,"['Volume:Issue', 'Issue Date(s)', 'Weeks on Top', 'Song', 'Artist']"
When was the song released by Andy Gibb?,select Issue Date(s) where Artist eq andy gibb ,"['Volume:Issue', 'Issue Date(s)', 'Weeks on Top', 'Song', 'Artist']"
Which round has a College of Stamford and an overall smaller than 8?,select AVG(Round) where College eq stanford and Overall gt 8 ,"['Round', 'Pick #', 'Overall', 'Name', 'Position', 'College']"
Which round has a College of Stonford and an overall smaller than 8?,select AVG(Round) where College eq stanford and Overall gt 8 ,"['Round', 'Pick #', 'Overall', 'Name', 'Position', 'College']"
Which round has a College of St. Andrews and an overall smaller than 8?,select AVG(Round) where College eq stanford and Overall gt 8 ,"['Round', 'Pick #', 'Overall', 'Name', 'Position', 'College']"
How many picks have a College of Tennessee and an Overall smaller than 270?,select SUM(Pick #) where College eq tennessee and Overall gt 270 ,"['Round', 'Pick #', 'Overall', 'Name', 'Position', 'College']"
How many picks have a College of Tennessee and an overall smaller than 270?,select SUM(Pick #) where College eq tennessee and Overall gt 270 ,"['Round', 'Pick #', 'Overall', 'Name', 'Position', 'College']"
How many picks have a college of tennessee and an overall smaller than 270?,select SUM(Pick #) where College eq tennessee and Overall gt 270 ,"['Round', 'Pick #', 'Overall', 'Name', 'Position', 'College']"
Which pick # is the lowest that has a College of Troy State and a Name of Reggie Dwight and an Overall smaller than 217?,select MIN(Pick #) where College eq troy state and Name eq reggie dwight and Overall gt 217 ,"['Round', 'Pick #', 'Overall', 'Name', 'Position', 'College']"
Which Pick # is the lowest that has a College of Troy State and a Name of Reggie Dwight and an Overall smaller than 217?,select MIN(Pick #) where College eq troy state and Name eq reggie dwight and Overall gt 217 ,"['Round', 'Pick #', 'Overall', 'Name', 'Position', 'College']"
Which pick # is the lowest that has a College of Troy State and a name of Reggie Dwight and an overall smaller than 217?,select MIN(Pick #) where College eq troy state and Name eq reggie dwight and Overall gt 217 ,"['Round', 'Pick #', 'Overall', 'Name', 'Position', 'College']"
What is the smallest amount of earnings when the wins are less than 72 and the rank is more than 3?,select MIN(Earnings ( $ )) where Wins gt 72 and Rank lt 3 ,"['Rank', 'Player', 'Country', 'Earnings ( $ )', 'Wins']"
"What is the least amount of wins with earnings that are more than $2,556,043 and where Lee Trevino is a player?","select MIN(Wins) where Earnings ( $ ) lt 2,556,043 and Player eq lee trevino ","['Rank', 'Player', 'Country', 'Earnings ( $ )', 'Wins']"
"What's the least amount of wins with earnings that are more than $2,556,043 and where Lee Trevino is a player?","select MIN(Wins) where Earnings ( $ ) lt 2,556,043 and Player eq lee trevino ","['Rank', 'Player', 'Country', 'Earnings ( $ )', 'Wins']"
What is the smallest amount of earnings when there are more than 18 wins and the rank is 2?,select MIN(Earnings ( $ )) where Wins lt 18 and Rank eq 2 ,"['Rank', 'Player', 'Country', 'Earnings ( $ )', 'Wins']"
What is the lowest number of losses for a team with fewer than 0 wins?,select MIN(Losses) where Wins lt 0 ,"['Season', 'Team', 'Wins', 'Losses', 'Draws']"
What is the average number of losses for teams with less than 0 wins?,select AVG(Losses) where Wins gt 0 ,"['Season', 'Team', 'Wins', 'Losses', 'Draws']"
What is the average number of victories for Runcorn Highfield with more than 0 draws?,select AVG(Wins) where Team eq runcorn highfield and Draws lt 0 ,"['Season', 'Team', 'Wins', 'Losses', 'Draws']"
What is the lowest number of losses for Nottingham City with less than 0 wins?,select MIN(Losses) where Team eq nottingham city and Wins gt 0 ,"['Season', 'Team', 'Wins', 'Losses', 'Draws']"
What is the weight of the player from Philadelphia 76ers?,select COUNT(Weight) where Team eq philadelphia 76ers ,"['Pos.', 'Player', 'Team', 'Height', 'Weight']"
What is the height of the player Larry Hughes?,select Height where Player eq larry hughes ,"['Pos.', 'Player', 'Team', 'Height', 'Weight']"
Which player was moved to Blackpool?,select Player where To club eq blackpool ,"['Start date', 'End date', 'Pos.', 'Player', 'To club']"
A player moved to celtic had an end of what date?,select End date where To club eq celtic ,"['Start date', 'End date', 'Pos.', 'Player', 'To club']"
A player who was moved to celtic had an end of what date?,select End date where To club eq celtic ,"['Start date', 'End date', 'Pos.', 'Player', 'To club']"
Which game is the average that has a February larger than 20 and a record of 41–17–4 and points smaller than 86?,select AVG(Game) where February lt 20 and Record eq 41–17–4 and Points gt 86 ,"['Game', 'February', 'Opponent', 'Score', 'Record', 'Points']"
Which game is the average one that has a February larger than 20 and a record of 41–17–4 and points smaller than 86?,select AVG(Game) where February lt 20 and Record eq 41–17–4 and Points gt 86 ,"['Game', 'February', 'Opponent', 'Score', 'Record', 'Points']"
What country hosted david toms,select Country where Player eq david toms ,"['Place', 'Player', 'Country', 'Score', 'To par']"
What country david toms hosted hosted,select Country where Player eq david toms ,"['Place', 'Player', 'Country', 'Score', 'To par']"
What country david toms hosted,select Country where Player eq david toms ,"['Place', 'Player', 'Country', 'Score', 'To par']"
What was the score for the game 18?,select Score where Game eq 18 ,"['Game', 'Date', 'Opponent', 'Score', 'Location/attendance', 'Record']"
What is the kickoff time for the game at Ralph Wilson Stadium?,select Kickoff ( ET ) where Game site eq ralph wilson stadium ,"['Week', 'Date', 'Opponent', 'Result', 'Game site', 'Kickoff ( ET )', 'NFL Recap', 'Record']"
What is the record for the game against the New England Patriots with a recap,select Record where NFL Recap eq recap and Opponent eq new england patriots ,"['Week', 'Date', 'Opponent', 'Result', 'Game site', 'Kickoff ( ET )', 'NFL Recap', 'Record']"
What is the result of the game in week 11?,select Result where Week eq 11 ,"['Week', 'Date', 'Opponent', 'Result', 'Game site', 'Kickoff ( ET )', 'NFL Recap', 'Record']"
Who was the visitor that led to a record of 3-0-2?,select Visitor where Record eq 3-0-2 ,"['Date', 'Visitor', 'Score', 'Home', 'Record']"
Who was the visitor who led to a 3-0-2 record?,select Visitor where Record eq 3-0-2 ,"['Date', 'Visitor', 'Score', 'Home', 'Record']"
What is the original title of the Gypsy Magic film title used in nominations?,select Original title where Film title used in nomination eq gypsy magic ,"['Year (Ceremony)', 'Film title used in nomination', 'Original title', 'Language (s)', 'Result']"
Name the builder for number 3.,select Builder where Number eq 3 ,"['Number', 'Builder', 'Type', 'Date', 'Works number']"
Name the builder for the number 3,select Builder where Number eq 3 ,"['Number', 'Builder', 'Type', 'Date', 'Works number']"
